request_id,workload_type,arrival_time,dispatch_time,queue_time,ttft,tpot,inter_token_latencies,total_latency,completion_time,input_tokens,output_tokens,success,error,status_code,prompt_text,output_text,server_queue_time,server_prefill_time
req-0000-189b87,synthetic,1787907394.2259645,1787907394.6182466,0.39228200912475586,0.8538983999751508,0.012011641269690164,"[0.007392200001049787, 0.006896300008520484, 0.008865099982358515, 0.008096500008832663, 0.010855300002731383, 0.009517700003925711, 0.009000600024592131, 0.008503599965479225, 0.01230609999038279, 0.010615300037898123, 0.009224099980201572, 0.012905700015835464, 0.010655499994754791, 0.014002199983224273, 0.008938100014347583, 0.0129507000092417, 0.01143929996760562, 0.012951900018379092, 0.011342799989506602, 0.01191800000378862, 0.012393200013320893, 0.011451700003817677, 0.013946399965789169, 0.011552300013136119, 0.01430490001803264, 0.012168799992650747, 0.00991780002368614, 0.011593999981414527, 0.010689500020816922, 0.010377699974924326, 0.015088199987076223, 0.01720460003707558, 0.01614490000065416, 0.012656399980187416, 0.015349799999967217, 0.011989399965386838, 0.011442100047133863, 0.01691229996504262, 0.014633500017225742, 0.01653189997887239, 0.01252109999768436, 0.011892500042449683, 0.01199959998484701, 0.013732100022025406, 0.0100702999625355, 0.009014300012495369, 0.013448300014715642, 0.014723900007084012, 0.012383499997667968, 0.011461199959740043, 0.013088300009258091, 0.013910099980421364, 0.011929500033147633, 0.013521499990019947, 0.012364600028377026, 0.012488999986089766, 0.015869800001382828, 0.011064799968153238, 0.013648200023453683, 0.008916999970097095, 0.010951600037515163, 0.011025799962226301, 0.011980000010225922]",1.6121480464935303,1787907396.2303946,128,64,True,,200,dolore adipiscing amet sed elit tempor Lorem dolor et aliqua. eiusmod magna incididunt do sit ut labore consectetur ipsum et tempor magna do amet consectetur elit adipiscing Lorem ut labore aliqua. sed incididunt ipsum eiusmod dolor dolore sit elit sed dolor et Lorem dolore incididunt consectetur tempor aliqua. sit magna ipsum adipiscing amet ut eiusmod labore do labore dolor ipsum Lorem amet consectetur elit eiusmod et sit sed ut aliqua. magna incididunt adipiscing dolore do tempor magna do sit ipsum Lorem eiusmod et dolore sed amet aliqua. ut dolor consectetur adipiscing tempor incididunt labore elit do incididunt labore et ut elit ipsum aliqua. consectetur dolor sed sit adipiscing magna Lorem amet dolore tempor eiusmod ut ipsum dolore do tempor eiusmod, stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs,,
req-0001-e46486,synthetic,1787907394.2259645,1787907395.431985,1.2060203552246094,0.03906350000761449,0.012037733333214881,"[0.008277499990072101, 0.007617899973411113, 0.00856069999281317, 0.007498199993278831, 0.010259700007736683, 0.009261000028345734, 0.009307699976488948, 0.010536900022998452, 0.010167700005695224, 0.011865200009196997, 0.010152300004847348, 0.011063999962061644, 0.012650999997276813, 0.01139950001379475, 0.011618499993346632, 0.010630799981299788, 0.012183700047899038, 0.012167599983513355, 0.012123299995437264, 0.012339500011876225, 0.01239950000308454, 0.010517599992454052, 0.014247499988414347, 0.012187400017865002, 0.014300899987574667, 0.011066399980336428, 0.012343900045379996, 0.01052539999363944, 0.011733699997421354, 0.010236200003419071, 0.013924599974416196, 0.018092599988449365, 0.014670500007923692, 0.013531100004911423, 0.014246099977754056, 0.014255100046284497, 0.010879699955694377, 0.016979700012598187, 0.014349700009915978, 0.01586789998691529, 0.012626499985344708, 0.012413800053764135, 0.011828099959529936, 0.011537100013811141, 0.013156000000890344, 0.008474399975966662, 0.01208539999788627, 0.016490700014401227, 0.011628400010522455, 0.011021899990737438, 0.013333800015971065, 0.012537900009192526, 0.013027999957557768, 0.014094400044996291, 0.01179949997458607, 0.012525300029665232, 0.014091999968513846, 0.012823600030969828, 0.011670699983369559, 0.009103999997023493, 0.012952500022947788, 0.009487099945545197, 0.01362790004350245]",1.6626026630401611,1787907397.0945876,128,64,True,,200,sit eiusmod ipsum dolor adipiscing magna ut labore amet aliqua. elit et dolore sed incididunt consectetur Lorem do tempor magna et elit ut tempor consectetur labore do sed dolor adipiscing sit dolore incididunt eiusmod amet ipsum Lorem aliqua. dolore et aliqua. elit Lorem ipsum sed eiusmod sit labore adipiscing magna incididunt tempor ut amet dolor do consectetur consectetur dolore do tempor eiusmod ipsum sed incididunt et sit magna elit dolor labore Lorem adipiscing amet aliqua. ut tempor amet sit eiusmod elit sed aliqua. dolor et ipsum Lorem labore incididunt magna adipiscing ut dolore do consectetur sit amet do incididunt ut dolore adipiscing ipsum consectetur Lorem elit et aliqua. eiusmod sed dolor magna tempor labore adipiscing amet do Lorem aliqua. sed sit, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0002-17be56,synthetic,1787907394.2259645,1787907397.0911233,2.865158796310425,0.8234684999915771,0.026061844444715432,"[0.007674399996176362, 0.008320300024934113, 0.008600999950431287, 0.009295100055169314, 0.008878499967977405, 0.00848359998781234, 0.013514999998733401, 0.009996300039347261, 0.008898700005374849, 0.009871499962173402, 0.012534599984064698, 0.011775500024668872, 0.013127200014423579, 0.014077699976041913, 0.010935000027529895, 0.011511799995787442, 0.012214999995194376, 0.013846500020008534, 0.010747099993750453, 0.012998899968806654, 0.01480720000108704, 0.01277889998164028, 0.011908200045581907, 0.010923599998932332, 0.012977099977433681, 0.011682700016535819, 0.011878899997100234, 0.01277739997021854, 0.011936200025957078, 0.014900700014550239, 0.011049199965782464, 0.011182299989741296, 0.014864600030705333, 0.011876999982632697, 0.009379900002386421, 0.015283400018233806, 0.021013099991250783, 0.01224399998318404, 0.018201200000476092, 0.01705610001226887, 0.018523600010666996, 0.01627079996978864, 0.015495800005737692, 0.010186400031670928, 0.01101570000173524, 0.01222179998876527, 0.013171300000976771, 0.013480499968864024, 0.0110648000263609, 0.013840699975844473, 0.012041900015901774, 0.014383900037501007, 0.013200699992012233, 0.013490899989847094, 0.011620800010859966, 0.010533299995586276, 0.013211899960879236, 0.0131064000306651, 0.012474199989810586, 0.013323099992703646, 0.8884930000058375, 0.004670199996326119, 4.910002462565899e-05]",2.46618914604187,1787907399.5573125,128,64,True,,200,do magna incididunt sed eiusmod dolore labore consectetur amet ipsum adipiscing sit dolor et Lorem tempor aliqua. elit ut incididunt elit eiusmod amet ut tempor dolor do sed Lorem magna ipsum aliqua. adipiscing sit consectetur et labore dolore ipsum dolore magna elit ut sed do labore dolor sit tempor et incididunt Lorem adipiscing consectetur amet aliqua. eiusmod incididunt amet do tempor adipiscing Lorem dolore eiusmod dolor sit et labore aliqua. sed ut elit consectetur ipsum magna incididunt consectetur ut sit eiusmod amet tempor et dolor sed do ipsum elit Lorem adipiscing aliqua. labore dolore magna ut et tempor dolor ipsum sit labore dolore magna do elit adipiscing consectetur aliqua. eiusmod amet Lorem sed incididunt dolor ipsum ut eiusmod consectetur Lorem adipiscing sit, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0003-1879b1,synthetic,1787907394.2259645,1787907397.8791015,3.653136968612671,0.025601600005757064,0.012030803174379148,"[0.004464500001631677, 0.004591899982187897, 0.008308299991767853, 0.008091600029729307, 0.009280399943236262, 0.009942400036379695, 0.009868499997537583, 0.008084699977189302, 0.010689300019294024, 0.010156599979382008, 0.009478899999521673, 0.011457599990535527, 0.012204300030134618, 0.011325799976475537, 0.013212800025939941, 0.011970199993811548, 0.012077799998223782, 0.012740899983327836, 0.011370800028089434, 0.01436109998030588, 0.011645900027360767, 0.012084399990271777, 0.014366400020662695, 0.012186299951281399, 0.011817999999038875, 0.011582300008740276, 0.011757400003261864, 0.0124115000362508, 0.01238759997067973, 0.013235000020358711, 0.011108400009106845, 0.016107499948702753, 0.010650600015651435, 0.012558399990666658, 0.0129138000193052, 0.009955800021998584, 0.009933499968610704, 0.010103899985551834, 0.021838500048033893, 0.015832699951715767, 0.01713310001650825, 0.016083199996501207, 0.01640900003258139, 0.015832100005354732, 0.012690099945757538, 0.012157800025306642, 0.010029299999587238, 0.010795400012284517, 0.014670600008685142, 0.013733299972955137, 0.013984100020024925, 0.011246600013691932, 0.01383519999217242, 0.011980299954302609, 0.013474500039592385, 0.013274499971885234, 0.011676200025249273, 0.010486999992281199, 0.00975189998280257, 0.011161500005982816, 0.0129700000397861, 0.013501199951861054, 0.012907400028780103]",0.7850942611694336,1787907398.6641958,128,64,True,,200,magna dolore labore dolor Lorem sit elit sed do amet tempor consectetur aliqua. ipsum ut adipiscing et eiusmod incididunt Lorem aliqua. tempor ut magna elit labore adipiscing consectetur do et amet eiusmod sed dolore incididunt sit ipsum dolor et Lorem amet dolor aliqua. tempor elit ipsum dolore adipiscing eiusmod sed do labore consectetur ut magna incididunt sit dolore tempor sed labore elit amet et sit ut adipiscing incididunt eiusmod dolor Lorem do aliqua. ipsum consectetur magna eiusmod tempor sed incididunt adipiscing amet elit Lorem magna sit et labore aliqua. consectetur do ut ipsum dolore dolor amet dolor adipiscing dolore labore incididunt consectetur tempor Lorem sed ut eiusmod aliqua. elit do sit et magna ipsum eiusmod ut sit magna incididunt dolore sed, stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs,,
req-0004-e759b9,synthetic,1787907394.2259645,1787907399.5495877,5.323623180389404,0.7838166000437923,0.011861336508041454,"[0.010444799961987883, 0.0076071000075899065, 0.009102699987124652, 0.008777500013820827, 0.009039500029757619, 0.011047199950553477, 0.007819400052540004, 0.009681399969849735, 0.009105600009206682, 0.008358799968846142, 0.008187800005543977, 0.00904380000429228, 0.012024299998302013, 0.010765800019726157, 0.013349700020626187, 0.01391509996028617, 0.012262700009159744, 0.01092830003472045, 0.012469699955545366, 0.013184700044803321, 0.01206909999018535, 0.011896299954969436, 0.011355300026480108, 0.013243500026874244, 0.013240300002507865, 0.01118899998255074, 0.012415100005455315, 0.01410179998492822, 0.01666349999140948, 0.012360199994873255, 0.011714600026607513, 0.011915499984752387, 0.011838099977467209, 0.012878400040790439, 0.01281879999442026, 0.011501899978611618, 0.012071500008460134, 0.01424109999788925, 0.012589899997692555, 0.016459800011944026, 0.012130499992053956, 0.011976299982052296, 0.012131600000429899, 0.011439700028859079, 0.010500999982468784, 0.012101900007110089, 0.013479400018695742, 0.012897200009319931, 0.012273899978026748, 0.012494799972046167, 0.012700900027994066, 0.014095099992118776, 0.011708099977113307, 0.010979100014083087, 0.013307599991094321, 0.012621400004718453, 0.01473310001892969, 0.012802999990526587, 0.012754700030200183, 0.01149279996752739, 0.01211220002733171, 0.013038699980825186, 0.009811600029934198]",1.5329101085662842,1787907401.0824978,128,64,True,,200,magna incididunt Lorem elit adipiscing ipsum et sit tempor aliqua. labore dolor dolore ut eiusmod do consectetur sed amet amet tempor sed ut eiusmod Lorem et sit dolor aliqua. adipiscing do magna consectetur elit incididunt dolore labore ipsum magna consectetur sit aliqua. et Lorem dolor sed eiusmod ut incididunt dolore tempor do labore amet elit ipsum adipiscing eiusmod magna tempor ipsum et amet ut sit Lorem incididunt dolore sed aliqua. dolor consectetur adipiscing elit labore do consectetur Lorem ipsum sed aliqua. eiusmod ut amet magna sit adipiscing elit dolor labore tempor do dolore et incididunt aliqua. elit ipsum magna et sed Lorem dolore ut do adipiscing incididunt amet dolor eiusmod sit consectetur labore tempor eiusmod dolor sed Lorem tempor incididunt et, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0005-0174ea,synthetic,1787907394.2259645,1787907400.3039405,6.0779759883880615,0.03966509999008849,0.025242392063355223,"[0.006799300026614219, 0.010635299957357347, 0.008096400008071214, 0.009458300017286092, 0.009582299971953034, 0.00853720004670322, 0.00976359995547682, 0.007696000044234097, 0.008176099974662066, 0.008428300032392144, 0.010173399990890175, 0.01210619998164475, 0.012139099999330938, 0.011890300025697798, 0.013650399981997907, 0.011872700008098036, 0.011588800000026822, 0.012576900015119463, 0.013077599985990673, 0.01162299996940419, 0.012341600027866662, 0.012646599963773042, 0.012376500002574176, 0.012731100025121123, 0.013026900007389486, 0.011090199986938387, 0.01457439997466281, 0.01581010001245886, 0.0127269999939017, 0.01220260001718998, 0.01276710000820458, 0.01152100000763312, 0.012341399968136102, 0.012356400024145842, 0.012348800024483353, 0.01121869997587055, 0.015085300023201853, 0.012785499973688275, 0.014695200021378696, 0.012883499963209033, 0.01196840003831312, 0.012578499969094992, 0.012189400033093989, 0.010380599997006357, 0.012086599948816001, 0.012265700032003224, 0.013477500004228204, 0.011804800014942884, 0.014382999972440302, 0.012095300015062094, 0.012835300003644079, 0.012116300000343472, 0.011024900013580918, 0.013300499995239079, 0.01219199999468401, 0.015264599991496652, 0.01291809999383986, 0.012109400006011128, 0.012433899973984808, 0.010853599989786744, 0.012242900033015758, 0.010693399992305785, 0.8536548999836668]",1.6313982009887695,1787907401.9353387,128,64,True,,200,eiusmod labore adipiscing et incididunt tempor do consectetur sit amet magna ut Lorem ipsum dolor aliqua. dolore elit sed tempor dolor elit aliqua. ipsum consectetur labore sit incididunt ut eiusmod do sed magna adipiscing amet dolore Lorem et do Lorem dolore aliqua. elit labore adipiscing consectetur ipsum magna eiusmod incididunt ut sed dolor sit et amet tempor sed ut adipiscing consectetur ipsum dolor magna tempor dolore aliqua. eiusmod et incididunt labore amet do sit elit Lorem eiusmod labore sed et sit tempor amet consectetur do ut magna dolore elit adipiscing incididunt ipsum dolor aliqua. Lorem consectetur ut elit magna labore amet aliqua. dolor do et incididunt dolore adipiscing Lorem tempor eiusmod ipsum sit sed eiusmod sit ipsum incididunt elit aliqua, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0006-8dc9e7,synthetic,1787907394.2259645,1787907401.9321465,7.70618200302124,0.8020242999773473,0.02525848095279394,"[0.0068786999909207225, 0.007344699988607317, 0.007419200032018125, 0.008344999980181456, 0.007370700011961162, 0.009110199986025691, 0.008535300032235682, 0.008427899971138686, 0.008978200028650463, 0.011444600007962435, 0.009621699980925769, 0.00897700001951307, 0.010494599991943687, 0.01450190000468865, 0.014041299989912659, 0.012975599966011941, 0.013658400042913854, 0.011670899984892458, 0.011069900006987154, 0.011585299973376095, 0.012401800020597875, 0.013355000002775341, 0.013784300012048334, 0.012029399978928268, 0.0142782999901101, 0.012189700035378337, 0.010834499960765243, 0.008228100021369755, 0.012686499976553023, 0.012008599995169789, 0.011885599989909679, 0.014073600003030151, 0.012113100034184754, 0.010140799975488335, 0.008861500013154, 0.011261000006925315, 0.012903099996037781, 0.01148240000475198, 0.012100099993404001, 0.01228560000890866, 0.011564999993424863, 0.012873400002717972, 0.012012999970465899, 0.013801500026602298, 0.011290599999483675, 0.009208699979353696, 0.01180249999742955, 0.013598799996543676, 0.01306920003844425, 0.010546299978159368, 0.013177699991501868, 0.012347300013061613, 0.013601600017864257, 0.013769500015769154, 0.012423599953763187, 0.017320400045718998, 0.011821799969766289, 0.01240549999056384, 0.011065300030168146, 0.01346919999923557, 0.012376200000289828, 0.8851476999698207, 0.0012354000355117023]",2.3944108486175537,1787907404.3265574,128,64,True,,200,et ipsum amet Lorem adipiscing magna ut consectetur sit eiusmod dolor aliqua. elit incididunt dolore do labore tempor sed Lorem ipsum aliqua. adipiscing magna tempor eiusmod ut labore dolor dolore elit et do sit consectetur incididunt sed amet amet tempor adipiscing dolor labore ipsum incididunt magna et dolore consectetur aliqua. ut elit sit Lorem sed eiusmod do dolor consectetur do adipiscing elit labore aliqua. amet magna Lorem tempor ut ipsum sit sed eiusmod incididunt et dolore dolore elit adipiscing tempor magna do ut sit dolor eiusmod aliqua. et Lorem sed labore consectetur ipsum incididunt amet eiusmod magna consectetur labore dolore et aliqua. ut elit sed do incididunt ipsum Lorem dolor sit tempor amet adipiscing consectetur do magna dolore sed aliqua. et, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0007-2443d7,synthetic,1787907394.2259645,1787907402.6948347,8.468870162963867,0.026737699983641505,0.011488668253785738,"[0.005352000007405877, 0.004407599975820631, 0.006217800022568554, 0.006938399979844689, 0.00743030000012368, 0.008167700027115643, 0.007578499964438379, 0.008815400011371821, 0.008743999991565943, 0.008173400012310594, 0.008570800011511892, 0.01107339997543022, 0.009247800044249743, 0.00982729997485876, 0.00964090001070872, 0.01011199998902157, 0.013363800011575222, 0.015484599978663027, 0.01628139999229461, 0.01047350000590086, 0.011980700015556067, 0.01171370001975447, 0.015298599959351122, 0.01351830002386123, 0.010338300024159253, 0.012506999948527664, 0.017110700020566583, 0.011463000031653792, 0.012056599953211844, 0.01000970002496615, 0.01241429999936372, 0.013606299995444715, 0.01110020000487566, 0.01333159999921918, 0.010904399969149381, 0.009802600019611418, 0.009978800022508949, 0.013365699967835099, 0.012047099997289479, 0.011907300038728863, 0.012017000000923872, 0.011788700008764863, 0.012039699999149889, 0.011337899952195585, 0.011348100029863417, 0.014364900009240955, 0.010682499967515469, 0.009519200015347451, 0.013282799976877868, 0.012634200043976307, 0.012354200007393956, 0.01091629994334653, 0.01554080005735159, 0.010699799982830882, 0.012406399997416884, 0.014341700007207692, 0.013184599985834211, 0.019468999991659075, 0.011644600017461926, 0.012623599963262677, 0.012093400000594556, 0.01336250000167638, 0.015778700006194413]",0.7517797946929932,1787907403.4466145,128,64,True,,200,tempor do eiusmod consectetur amet et ut magna labore ipsum Lorem dolore aliqua. sit dolor elit sed adipiscing incididunt labore ipsum sit tempor sed incididunt dolor elit consectetur do Lorem eiusmod ut magna amet dolore adipiscing et aliqua. Lorem magna sed incididunt eiusmod aliqua. labore dolore elit amet consectetur do ipsum adipiscing tempor dolor sit et ut dolor et ipsum incididunt amet adipiscing Lorem elit sed magna sit do labore tempor eiusmod dolore consectetur ut aliqua. incididunt eiusmod tempor aliqua. magna labore Lorem do ipsum sed amet dolore dolor consectetur et adipiscing elit sit ut magna ut labore aliqua. eiusmod sit elit dolor adipiscing amet incididunt tempor Lorem ipsum consectetur sed do dolore et labore ut Lorem consectetur sit incididunt eiusmod, stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs,,
req-0008-fde4bb,synthetic,1787907394.2259645,1787907404.3220775,10.096112966537476,0.8453576000174507,0.011025936508159494,"[0.01070749998325482, 0.007389900041744113, 0.00743170001078397, 0.009214399964548647, 0.009768699994310737, 0.008908200019504875, 0.007077499991282821, 0.008748600026592612, 0.009342099947389215, 0.00865560001693666, 0.009900300006847829, 0.011295999982394278, 0.012965000001713634, 0.01086760003818199, 0.01094609999563545, 0.012044499977491796, 0.01277129998197779, 0.013155100052244961, 0.010651999968104064, 0.012123299995437264, 0.012136999983340502, 0.012632000027224422, 0.00841710000531748, 0.011262300016824156, 0.010416199977044016, 0.012874900014139712, 0.014131899981293827, 0.01134169998113066, 0.010589200013782829, 0.009158100001513958, 0.013077399984467775, 0.011561300023458898, 0.010873700026422739, 0.011602599988691509, 0.010217699978966266, 0.009358500014059246, 0.012223500001709908, 0.012234099966008216, 0.012170300004072487, 0.013360900047700852, 0.010534799948800355, 0.011764499999117106, 0.011388900049496442, 0.013569599948823452, 0.011781000008340925, 0.01334920001681894, 0.01135500002419576, 0.01372689998243004, 0.01155659998767078, 0.009846000000834465, 0.01683119998779148, 0.00981270003831014, 0.014254199981223792, 0.007473799982108176, 0.01118460000725463, 0.009992100007366389, 0.00951780000468716, 0.009819699975196272, 0.01059489999897778, 0.009045800019521266, 0.008475199982058257, 0.01275970001006499, 0.012394000019412488]",1.5416066646575928,1787907405.8636842,128,64,True,,200,tempor ipsum eiusmod sed do aliqua. dolore et consectetur elit sit incididunt dolor amet magna adipiscing labore ut Lorem ipsum eiusmod adipiscing aliqua. dolor sit dolore tempor labore elit incididunt Lorem do ut consectetur sed et amet magna et sit magna elit ut aliqua. tempor do dolor amet adipiscing labore consectetur Lorem sed eiusmod dolore incididunt ipsum do dolor et consectetur tempor ipsum ut labore adipiscing elit amet aliqua. incididunt sit Lorem dolore eiusmod magna sed ipsum amet tempor et ut elit sed adipiscing Lorem labore do incididunt consectetur aliqua. eiusmod dolor sit magna dolore Lorem aliqua. eiusmod amet tempor labore dolor dolore et incididunt sit adipiscing magna consectetur sed ut ipsum elit do labore Lorem aliqua. tempor dolor dolore, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
req-0009-de03a2,synthetic,1787907394.2259645,1787907405.1407814,10.914816856384277,0.03648650000104681,0.02438373809462295,"[0.007227999973110855, 0.00870460004080087, 0.008025299990549684, 0.009989699989091605, 0.008058300008997321, 0.008146799984388053, 0.00874429999385029, 0.008377399994060397, 0.00976390001596883, 0.010480600001756102, 0.01129270001547411, 0.011344200000166893, 0.011878999997861683, 0.011551000003237277, 0.01204830000642687, 0.014176099968608469, 0.010550800012424588, 0.015720199968200177, 0.009716800006572157, 0.01148400001693517, 0.0134723000228405, 0.009000099962577224, 0.011069500003941357, 0.009464300004765391, 0.010568200028501451, 0.013308699999470264, 0.012682700005825609, 0.012822599965147674, 0.008799000002909452, 0.010609199991449714, 0.012441400031093508, 0.012181099969893694, 0.01150930003495887, 0.011002699960954487, 0.008561299997381866, 0.010897000029217452, 0.012354200007393956, 0.013337599986698478, 0.011434799991548061, 0.010139500023797154, 0.012145999993663281, 0.013471100013703108, 0.01157729997066781, 0.011942600016482174, 0.013225100003182888, 0.011702399991918355, 0.013528899988159537, 0.013336999982129782, 0.010165999992750585, 0.017057400022167712, 0.012859700014814734, 0.012270500010345131, 0.013903499988373369, 0.009448400000110269, 0.010219099989626557, 0.009199500025715679, 0.011297699995338917, 0.00921559997368604, 0.008921100001316518, 0.012966900016181171, 0.013203200011048466, 0.8502667999709956, 0.001312199980020523]",1.5736916065216064,1787907406.714473,128,64,True,,200,dolor magna sit elit labore ipsum do incididunt tempor sed ut et consectetur dolore adipiscing Lorem eiusmod aliqua. amet dolor sed ut et consectetur incididunt eiusmod elit aliqua. sit ipsum labore amet dolore adipiscing do magna tempor Lorem eiusmod adipiscing incididunt do magna dolor consectetur ipsum Lorem ut aliqua. tempor sed elit dolore et amet sit labore magna sit dolor aliqua. adipiscing dolore elit ut Lorem tempor amet incididunt sed labore eiusmod consectetur do et ipsum Lorem dolor labore ut amet tempor do consectetur dolore ipsum aliqua. magna elit sit incididunt et eiusmod sed adipiscing incididunt ipsum do sit dolor magna Lorem consectetur amet dolore sed et labore aliqua. tempor ut adipiscing elit eiusmod incididunt tempor labore et Lorem consectetur aliqua, factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors factors,,
