seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.0841279647157541,0.7780699177875797,1216,2007,256
2,1.0445065282864716,0.5890357126771668,1250,2009,256
3,1.2093083203680477,0.883828499947184,1338,2015,256
4,1.3931560116959318,0.7486738275457028,1155,2137,256
5,0.7752203015042025,0.3597056599294784,1328,1935,256
6,1.167216397390187,0.388355683072385,1342,2012,256
7,0.2024167561636797,0.550339742121801,1362,2136,256
8,0.1879415153727825,0.4676307695895342,1167,2165,256
9,0.6911003920235785,0.2019092952048301,1252,1991,256
10,0.6884540642401161,0.9914804229876428,1382,2129,256
11,0.0385646055022732,0.9210795494569064,1214,2131,256
12,1.0331593106237236,0.4294033434912679,1290,2061,256
13,0.1800425550652868,0.8935766163425319,1158,2046,256
14,0.0789547691264776,0.8040697830356601,1342,1929,256
15,0.1346836432258069,0.1824309589208644,1199,1982,256
16,0.6645976555379275,0.3130928920342612,1231,1963,256
17,3.2923665290349264,0.5784540250688323,1174,2045,256
18,3.17897743655311,0.9244637711241416,1374,2170,256
19,0.7617960587225571,0.6895477443039459,1365,2035,256
20,0.0200969736440583,0.537420181226079,1193,2067,256
21,0.7872140303499435,0.0134274925591381,1353,2021,256
22,1.0384563185945113,0.1633940999309973,1289,2131,256
23,0.0895884278071403,0.2844591591413345,1263,2008,256
24,0.4286896059118366,0.4568153206683144,1334,1976,256
25,0.3639945950815335,0.7006229925983637,1384,1926,256
26,0.3982074390159925,0.9288625010951638,1331,2138,256
27,0.3575341557257401,0.00351071563707,1234,2170,256
28,4.631731308698644,0.4628576352674745,1196,1998,256
29,0.8134799059140173,0.0702284577776386,1407,2155,256
30,1.4051252615317282,0.5992910097361859,1286,2126,256
31,2.838457382365153,0.2403280988207101,1298,2042,256
32,0.1864421754765542,0.4093561715355822,1390,2114,256
33,0.1124211504564769,0.8925870392920953,1328,1990,256
34,0.2814534419173606,0.1171058365554263,1408,1949,256
35,0.2486880710356659,0.5474349122542331,1304,1978,256
36,2.2922961812013942,0.9324521029818524,1163,2002,256
37,0.7236497607675981,0.655488873887782,1391,2093,256
38,1.6387790282278687,0.0803832070898932,1337,2105,256
39,0.4801864582266005,0.456698025103575,1339,2175,256
40,0.9305987737939458,0.8558281341298138,1193,2136,256
41,0.9654146603594834,0.8191299077970311,1207,2082,256
42,0.2309673481278129,0.9792794853019426,1386,1951,256
43,2.0772488401265448,0.7704444479957412,1366,2105,256
44,0.915518788365163,0.9576491362604947,1347,1923,256
45,1.1484856368292558,0.9250407176955916,1358,2066,256
46,0.4156381513433996,0.4497671641720918,1244,2090,256
47,3.975358954628652,0.3328808813703529,1212,2151,256
48,0.0625189935539957,0.3185317100329048,1236,2113,256
49,1.321864044726737,0.8158842712190965,1258,2043,256
50,1.1567308648909755,0.6013019812435733,1291,2041,256
51,4.678534469841657,0.8117875414578125,1403,2019,256
52,0.457608943516561,0.9876547629234498,1167,2016,256
53,0.8511624295745019,0.0355715839573329,1288,1986,256
54,0.1400811721981504,0.7385057490655345,1282,1985,256
55,2.497182378211942,0.5043214353115147,1176,2122,256
56,1.2740387012021417,0.1582889592185921,1203,2069,256
57,2.696577567780109,0.2302636365518465,1166,2146,256
58,0.4708655434269014,0.1327451931902209,1251,1970,256
59,0.5150907777588922,0.1665370165077261,1258,1943,256
60,1.3158622714071213,0.325973469552683,1258,2149,256
61,1.3064578760263368,0.30766211368447,1168,2138,256
62,2.9176475202007293,0.4307009388392678,1191,2090,256
63,0.0670815710283006,0.691299902171864,1168,1946,256
64,0.8005503783150286,0.3740737116080402,1327,2032,256
65,0.0893979054925609,0.907637250638976,1398,2174,256
