seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.0028659153239879,0.0476612872986557,1152,2118,256
2,0.0997180454854922,0.0767598646287057,1173,1946,256
3,0.4736962198616196,0.7888475103467179,1324,2032,256
4,0.6747602779716458,0.2085427636887865,1274,2164,256
5,1.812694162437632,0.522844376857758,1255,2031,256
6,2.7512662472116647,0.7816713301626643,1192,2150,256
7,0.0386306778296098,0.6543783684385182,1171,1959,256
8,0.7323527843985772,0.5608807439941661,1315,2105,256
9,0.3401917482907766,0.6767556685626972,1307,1990,256
10,3.987112433144703,0.242740841969973,1168,2077,256
11,0.3102230221014131,0.7708922008183198,1164,2090,256
12,0.9162138560750254,0.971839852394256,1251,2153,256
13,0.0761384160483949,0.3083796314389284,1378,2143,256
14,0.6368270681866128,0.0692805083391918,1248,1963,256
15,0.4646115464091871,0.5969721895265241,1170,2144,256
16,1.63664614329891,0.526413913453451,1264,1989,256
17,0.6652254352211686,0.2494764048627162,1290,2169,256
18,1.10046200722921,0.4531356266710969,1160,2022,256
19,1.2219001896193635,0.3656195086383768,1197,2052,256
20,0.4505614705959729,0.771366265355157,1264,2103,256
21,0.6559316661929288,0.5769412113243981,1337,2009,256
22,0.6072909421709071,0.0937099928671303,1198,1953,256
23,0.039053142409922,0.0621323921828865,1393,1957,256
24,2.4015876132599967,0.5310580689373785,1173,2148,256
25,1.38016324387385,0.1974959600259779,1401,1930,256
26,0.2138481463050662,0.9472982660848276,1250,1937,256
27,0.3485418885641166,0.2684087362788151,1286,2162,256
28,0.4176502646172427,0.6235692736410164,1218,2034,256
29,0.2881885756423453,0.7868811854133115,1264,1920,256
30,2.050063567447876,0.9415809818931375,1370,2002,256
31,2.371670712830659,0.1329702587605591,1318,2074,256
32,1.1321283853207773,0.3199215746763396,1194,2054,256
33,0.9580110743808624,0.1429669233808965,1251,2041,256
34,1.2818156240283445,0.0358468046393508,1175,1978,256
35,0.0659580733965901,0.2950175272184694,1284,2081,256
36,1.8288247304147809,0.2088331362097358,1217,2104,256
37,0.1737196566851033,0.9276450622540956,1200,1935,256
38,0.1735675154753158,0.1165910003211283,1169,2057,256
39,0.4969422270082054,0.2443667576462347,1193,2012,256
40,0.4622481841884718,0.781298048575641,1389,2089,256
41,0.6877062097019796,0.1365463115662212,1400,1971,256
42,1.5114015361538722,0.9654480515054268,1401,1996,256
43,0.569914532090949,0.4574811825886525,1408,2085,256
44,2.9303407152452583,0.9977406263830236,1247,2114,256
45,0.4490876060781111,0.0766165254036205,1241,2016,256
46,0.3947295601672453,0.632750134942329,1171,2062,256
47,2.935809947197744,0.9625909497456308,1347,2098,256
48,1.4050510168663954,0.1399746424267366,1259,2119,256
49,1.963988574908313,0.7538779385596853,1361,2072,256
50,0.4487203459254806,0.3798178880875622,1292,2043,256
51,1.9285357457442356,0.2995674613159288,1235,1987,256
52,2.114633830229693,0.3830164059979223,1353,2079,256
53,0.3263231931622619,0.2766503937048151,1184,2155,256
54,3.327162164965192,0.983593668470747,1199,2124,256
55,1.1963108775001825,0.4184387039957586,1244,2024,256
56,2.448845142460198,0.7147414252921676,1388,1942,256
57,0.9116313574579258,0.5026188191093443,1312,2173,256
58,0.0270441088401572,0.1175687110780622,1353,1980,256
