seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.0639513994329632,0.2988043589227197,1253,2122,256
2,0.1537285489603479,0.0882877101757056,1214,2041,256
3,0.0964765767190767,0.4457690376998205,1256,2013,256
4,0.3644744477240751,0.2514470780350635,1324,1943,256
5,1.4639201427929531,0.3932983231454445,1152,2133,256
6,1.1116963904762909,0.6457738199975102,1312,2022,256
7,1.731046433289526,0.9893524833166376,1330,1958,256
8,1.0214295039985266,0.9411025808622135,1225,2154,256
9,0.0228073649979972,0.2787045699408673,1317,2162,256
10,0.0942405080890873,0.9362985377274432,1251,2067,256
11,0.4626147786438219,0.5193017795184875,1166,2168,256
12,0.1726193339363999,0.7836253366981507,1183,2001,256
13,1.909093573318244,0.862233208977925,1399,2096,256
14,0.4372794635040199,0.0618797993869773,1152,1937,256
15,2.420296143421127,0.3298567533172476,1275,2116,256
16,2.8291591190432457,0.2135998884436925,1371,2010,256
17,1.585403410539125,0.083402985784483,1257,2043,256
18,0.7503151826406526,0.8146147597017758,1355,2120,256
19,0.9161257992970356,0.1836310697064787,1241,2035,256
20,0.5188362019363144,0.7027798645644371,1282,1984,256
21,0.029321753822435,0.4339137489708863,1205,2122,256
22,0.4162016637031651,0.2362687415913205,1156,1971,256
23,2.8175261701881915,0.5779624997775001,1187,2049,256
24,0.5993713150217579,0.1855380608554302,1221,2013,256
25,0.376162279756655,0.0087247130403245,1277,2134,256
26,1.83563844466506,0.9101047181320596,1389,1956,256
27,0.6790918777080828,0.0430100130388823,1229,2007,256
28,1.4587085285034131,0.7447738482283918,1222,2092,256
29,0.0416327381703842,0.297674382910172,1222,2093,256
30,0.5426038830290028,0.4828317562496369,1197,1958,256
31,0.2108164987975788,0.7096580963740967,1309,2032,256
32,0.018957139464092,0.8647338513764153,1211,2120,256
33,0.7653808382372351,0.9738019282100542,1340,2006,256
34,1.544033278066305,0.3869493913014822,1174,2164,256
35,1.189960918625848,0.8588481528027534,1306,2004,256
36,3.83718540595447,0.0477274357651491,1229,2154,256
37,1.643229967609896,0.2227641696512501,1308,2120,256
38,0.6064726077920644,0.922909494376704,1299,1994,256
39,2.430986563587608,0.077608206488127,1407,1944,256
40,0.1202766456161443,0.6607842014117937,1250,2109,256
41,0.167867648834162,0.94626476295065,1277,2174,256
42,0.6578979393148097,0.2873893487046027,1403,2095,256
43,0.7704699287808249,0.8301650936273596,1302,2110,256
44,0.7878165988961034,0.6795681753805444,1368,2105,256
45,0.3172653329375755,0.9262221300590678,1398,2109,256
46,1.5781606668777133,0.5988081895396876,1382,2101,256
47,1.9186519014522772,0.8259063830722823,1365,1927,256
48,1.160145565693689,0.3597217807081038,1266,2068,256
49,0.0623772506727411,0.4046976201859547,1337,2082,256
50,0.4998806735096003,0.1221493130336928,1286,2148,256
51,0.4647545319888296,0.1883705241996316,1354,1948,256
52,3.597366106098301,0.8428560324310125,1357,2149,256
