seq,unit_dt,u_class,total_tokens,max_tokens
1,0.002865915323987905,0.04766128729865571,2118,256
2,0.09971804548549222,0.07675986462870577,1946,256
3,0.47369621986161964,0.7888475103467179,2032,256
4,0.6747602779716458,0.20854276368878655,2164,256
5,1.812694162437632,0.522844376857758,2031,256
6,2.7512662472116647,0.7816713301626643,2150,256
7,0.038630677829609834,0.6543783684385182,1959,256
8,0.7323527843985772,0.5608807439941661,2105,256
9,0.34019174829077664,0.6767556685626972,1990,256
10,3.987112433144703,0.24274084196997303,2077,256
11,0.3102230221014131,0.7708922008183198,2090,256
12,0.9162138560750254,0.971839852394256,2153,256
13,0.07613841604839497,0.30837963143892844,2143,256
14,0.6368270681866128,0.06928050833919186,1963,256
15,0.4646115464091871,0.5969721895265241,2144,256
16,1.63664614329891,0.526413913453451,1989,256
17,0.6652254352211686,0.24947640486271627,2169,256
18,1.10046200722921,0.45313562667109697,2022,256
19,1.2219001896193635,0.3656195086383768,2052,256
20,0.45056147059597296,0.771366265355157,2103,256
21,0.6559316661929288,0.5769412113243981,2009,256
22,0.6072909421709071,0.09370999286713033,1953,256
23,0.03905314240992204,0.062132392182886576,1957,256
24,2.4015876132599967,0.5310580689373785,2148,256
25,1.38016324387385,0.1974959600259779,1930,256
26,0.21384814630506627,0.9472982660848275,1937,256
27,0.3485418885641166,0.2684087362788151,2162,256
28,0.41765026461724275,0.6235692736410164,2034,256
29,0.28818857564234535,0.7868811854133115,1920,256
30,2.050063567447876,0.9415809818931377,2002,256
31,2.371670712830659,0.13297025876055912,2074,256
32,1.1321283853207773,0.31992157467633964,2054,256
33,0.9580110743808623,0.14296692338089656,2041,256
34,1.2818156240283443,0.03584680463935086,1978,256
35,0.06595807339659014,0.2950175272184694,2081,256
36,1.8288247304147807,0.20883313620973587,2104,256
37,0.1737196566851033,0.9276450622540957,1935,256
38,0.17356751547531585,0.11659100032112835,2057,256
39,0.4969422270082054,0.24436675764623472,2012,256
40,0.46224818418847186,0.781298048575641,2089,256
41,0.6877062097019796,0.1365463115662212,1971,256
42,1.5114015361538722,0.9654480515054269,1996,256
43,0.569914532090949,0.45748118258865256,2085,256
44,2.9303407152452583,0.9977406263830235,2114,256
45,0.4490876060781111,0.07661652540362052,2016,256
46,0.39472956016724536,0.632750134942329,2062,256
47,2.9358099471977437,0.9625909497456308,2098,256
48,1.4050510168663954,0.13997464242673663,2119,256
49,1.963988574908313,0.7538779385596853,2072,256
50,0.4487203459254806,0.3798178880875622,2043,256
51,1.9285357457442354,0.2995674613159288,1987,256
52,2.114633830229693,0.3830164059979223,2079,256
53,0.3263231931622619,0.27665039370481515,2155,256
54,3.3271621649651917,0.983593668470747,2124,256
55,1.1963108775001825,0.41843870399575867,2024,256
56,2.448845142460198,0.7147414252921676,1942,256
57,0.9116313574579258,0.5026188191093443,2173,256
58,0.027044108840157215,0.11756871107806222,1980,256
59,0.14082266718695785,0.4048383788791591,2062,256
60,1.1050144976395355,0.435161589790522,1927,256
61,0.655977221135088,0.5471076473502131,2088,256
62,3.189750090111835,0.20942986611934544,2173,256
63,1.754761734589008,0.09479984183384971,1951,256
64,0.8557773604697846,0.5578399555271486,2130,256
65,0.11480798185095017,0.11497967683897181,2031,256
66,1.0084394122868543,0.0633003338826742,2104,256
67,0.35857540283101624,0.5451611457325044,2153,256
68,0.37661303335183083,0.19344640559933435,1958,256
69,0.9806233353375984,0.5009353456495435,2021,256
70,0.6552742773776333,0.3867312410823974,2164,256
71,0.020400688964517074,0.3791269879307295,2064,256
72,2.6103869229630905,0.38777871554778953,2014,256
73,0.6549329948541126,0.9902119846995062,1978,256
74,1.6446352010987597,0.46645085325631663,2010,256
75,2.127481725458248,0.6114112238232655,2127,256
76,3.822626256732217,0.6898486227027539,2066,256
77,0.4636298912236596,0.856944314516441,1999,256
78,0.165525835497685,0.20370029321662908,2139,256
79,0.2806521675390552,0.46041163983221434,2105,256
80,0.4613896600903294,0.9153535480888738,2141,256
81,0.24277371416105525,0.800529936056379,2176,256
82,0.30254024177942634,0.7770815769651701,1997,256
83,0.8208164322498096,0.510489640212248,2018,256
84,3.004802464091515,0.04617934960376968,1952,256
85,0.1131414532294865,0.8899107421146425,1952,256
86,0.3231312860267039,0.8759291883967165,2078,256
87,0.39541586639812387,0.41031017834928474,1990,256
88,0.6039592914371491,0.8430900661886408,2129,256
89,0.6833700083821123,0.16006463034025964,2149,256
90,0.019411610834236814,0.3513374428830408,2061,256
91,1.3455357988602115,0.27996872732807343,1955,256
92,0.21020807282584505,0.2245985520078193,2100,256
93,3.3258947111532713,0.1943099843375682,2059,256
94,0.5352099936656424,0.46558380441336833,2046,256
95,3.549296547103354,0.4554035861575285,2025,256
96,0.24059881317041124,0.32105956736405705,2121,256
97,0.3176411572841129,0.13617191493026437,1998,256
98,0.1518795430367054,0.3753894993167365,2112,256
99,1.0731688192925561,0.6395288002476172,1958,256
100,0.09524023460291949,0.16393733660541476,1961,256
101,0.2041117755853587,0.884587389040612,2170,256
102,0.612968797105353,0.35060556410487265,1943,256
103,1.2361199675863954,0.46237367412103325,2010,256
104,0.8648948304563946,0.03534866989043195,2065,256
105,1.0947827967019772,0.553223698435859,2143,256
106,1.2245654465666305,0.8360471582240429,1964,256
107,0.4582420459059071,0.6455833093093122,2038,256
108,0.7342673671040089,0.39484083957847216,2137,256
109,0.13658805623129203,0.4694257467726577,2166,256
110,0.6954044170132507,0.12724689213840257,1923,256
111,0.34031210527954175,0.05831747418759137,2084,256
112,0.5702093924217222,0.6338127327107854,2036,256
113,2.591957968728464,0.9202106293150298,1975,256
114,1.1302557731164085,0.7999550604537161,2042,256
