seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.0841279647157541,0.7780699177875797,3010,2007,256
2,1.0445065282864716,0.5890357126771668,3191,2009,256
3,1.2093083203680477,0.883828499947184,2998,2015,256
4,1.3931560116959318,0.7486738275457028,3137,2137,256
5,0.7752203015042025,0.3597056599294784,3058,1935,256
6,1.167216397390187,0.388355683072385,3098,2012,256
7,0.2024167561636797,0.550339742121801,3042,2136,256
8,0.1879415153727825,0.4676307695895342,3043,2165,256
9,0.6911003920235785,0.2019092952048301,3139,1991,256
10,0.6884540642401161,0.9914804229876428,3070,2129,256
11,0.0385646055022732,0.9210795494569064,3016,2131,256
12,1.0331593106237236,0.4294033434912679,3190,2061,256
13,0.1800425550652868,0.8935766163425319,3008,2046,256
14,0.0789547691264776,0.8040697830356601,2973,1929,256
15,0.1346836432258069,0.1824309589208644,3128,1982,256
16,0.6645976555379275,0.3130928920342612,2972,1963,256
17,3.2923665290349264,0.5784540250688323,3147,2045,256
18,3.17897743655311,0.9244637711241416,2994,2170,256
19,0.7617960587225571,0.6895477443039459,3117,2035,256
20,0.0200969736440583,0.537420181226079,3199,2067,256
21,0.7872140303499435,0.0134274925591381,2956,2021,256
22,1.0384563185945113,0.1633940999309973,3145,2131,256
23,0.0895884278071403,0.2844591591413345,3011,2008,256
24,0.4286896059118366,0.4568153206683144,3138,1976,256
25,0.3639945950815335,0.7006229925983637,2954,1926,256
26,0.3982074390159925,0.9288625010951638,3032,2138,256
27,0.3575341557257401,0.00351071563707,3176,2170,256
28,4.631731308698644,0.4628576352674745,3027,1998,256
29,0.8134799059140173,0.0702284577776386,3086,2155,256
30,1.4051252615317282,0.5992910097361859,2975,2126,256
31,2.838457382365153,0.2403280988207101,3170,2042,256
32,0.1864421754765542,0.4093561715355822,3076,2114,256
33,0.1124211504564769,0.8925870392920953,3068,1990,256
34,0.2814534419173606,0.1171058365554263,2959,1949,256
35,0.2486880710356659,0.5474349122542331,3027,1978,256
36,2.2922961812013942,0.9324521029818524,3099,2002,256
37,0.7236497607675981,0.655488873887782,3158,2093,256
38,1.6387790282278687,0.0803832070898932,3133,2105,256
39,0.4801864582266005,0.456698025103575,2946,2175,256
40,0.9305987737939458,0.8558281341298138,3085,2136,256
41,0.9654146603594834,0.8191299077970311,3112,2082,256
42,0.2309673481278129,0.9792794853019426,2984,1951,256
43,2.0772488401265448,0.7704444479957412,2952,2105,256
44,0.915518788365163,0.9576491362604947,3098,1923,256
45,1.1484856368292558,0.9250407176955916,3125,2066,256
46,0.4156381513433996,0.4497671641720918,3049,2090,256
47,3.975358954628652,0.3328808813703529,3143,2151,256
48,0.0625189935539957,0.3185317100329048,2966,2113,256
49,1.321864044726737,0.8158842712190965,3040,2043,256
50,1.1567308648909755,0.6013019812435733,3039,2041,256
51,4.678534469841657,0.8117875414578125,3102,2019,256
52,0.457608943516561,0.9876547629234498,3121,2016,256
53,0.8511624295745019,0.0355715839573329,3193,1986,256
54,0.1400811721981504,0.7385057490655345,3198,1985,256
55,2.497182378211942,0.5043214353115147,3104,2122,256
56,1.2740387012021417,0.1582889592185921,3014,2069,256
57,2.696577567780109,0.2302636365518465,3007,2146,256
58,0.4708655434269014,0.1327451931902209,2985,1970,256
59,0.5150907777588922,0.1665370165077261,3182,1943,256
60,1.3158622714071213,0.325973469552683,3144,2149,256
61,1.3064578760263368,0.30766211368447,3126,2138,256
62,2.9176475202007293,0.4307009388392678,3111,2090,256
63,0.0670815710283006,0.691299902171864,3012,1946,256
64,0.8005503783150286,0.3740737116080402,2986,2032,256
65,0.0893979054925609,0.907637250638976,3147,2174,256
66,0.2571373308304241,0.3850722946212755,3014,2092,256
67,0.4401367886702571,0.3369835607993885,3039,1928,256
68,0.116418719087376,0.1548790464797202,3100,2079,256
69,0.1060513961636327,0.9363823051661851,3003,1952,256
70,1.907171507298208,0.3858562861734538,2971,2056,256
71,0.6329427513299634,0.0802770114569557,3109,1922,256
72,0.0622946130595453,0.7995151209847843,3097,2110,256
73,1.5513725445571305,0.745283743169657,3021,2141,256
74,0.393028837894665,0.1514697156004454,3199,2026,256
75,4.949934462427108,0.4234166304022174,3161,2105,256
76,1.2864699054943431,0.1766625034175304,3080,1967,256
77,0.0706633896749095,0.4916753786189943,3133,2004,256
78,0.5885225955672877,0.1467649352847001,3039,2027,256
79,0.1777891251701056,0.3850715494600392,3090,2023,256
80,0.6402520284380793,0.3220517213471557,3120,2132,256
81,0.1004229812771437,0.3769254580174472,3068,2028,256
82,1.873572904729419,0.6629675722116726,3104,2016,256
83,1.2548918212434064,0.6929097912288676,3045,2048,256
84,0.8883721897217303,0.8423864692001881,3136,2077,256
85,0.1657243500344075,0.6307178733248755,3032,2153,256
86,0.143150718778519,0.3483146725941632,3022,2143,256
87,0.7102446839678918,0.7675451160441421,2988,2123,256
88,0.6489480480544946,0.5680986914068663,2948,1920,256
89,2.028790528454882,0.93695273477682,2975,2086,256
90,0.0098218717145382,0.923741524315398,2997,2059,256
91,2.477434617601248,0.7080766228137518,3194,1948,256
92,0.5099071797371879,0.4996210481710357,3132,2115,256
93,1.3706881648641585,0.435827351551855,2967,1938,256
94,0.2232382657834916,0.1395431323039048,3120,2076,256
95,0.3638286466089053,0.8618543847479392,3013,2116,256
96,0.0338401648387494,0.973641302685988,3093,2075,256
97,1.4367163094419388,0.5886131428954786,2970,2033,256
98,0.7911515679298429,0.3989375291490286,3127,2120,256
99,1.2066791490809456,0.9287807938000104,2947,2058,256
100,0.037976561457131,0.9324923433715706,3137,1993,256
101,2.421345802323536,0.8245552163560439,3109,1967,256
102,1.5180365673445195,0.5462269899285802,3026,1963,256
103,1.3169660433068116,0.4147063519715465,2969,1934,256
104,0.9885823972185632,0.3992693397160632,3062,2094,256
105,1.5821791611308382,0.5386899305353398,3177,2014,256
106,1.2539985322969376,0.4421431932525372,3190,2014,256
107,1.4294842694979366,0.0977944607697122,3113,1925,256
108,1.88151228845322,0.634009395431804,3123,2104,256
109,0.3085742545539342,0.4541075554318025,3012,2092,256
110,0.6733457895548342,0.9464894683243682,3011,1972,256
111,0.6302091200268225,0.7687095587790754,3178,1935,256
112,0.2585363991099975,0.3961743228982729,3016,2065,256
113,1.2382721170282744,0.7248791660513857,3131,1992,256
114,0.0697470202242975,0.3381543966168816,3098,2126,256
115,0.1108330519950158,0.696884678042381,3065,1936,256
116,0.2946556927893184,0.6856347174443552,3106,2091,256
117,0.4764738375732514,0.3927239950670997,2992,1933,256
118,0.1824416404426229,0.9562003286597625,3156,1929,256
119,2.1701308771644063,0.7871157401512268,3081,2159,256
120,1.4523215476456013,0.8720389193478435,3111,2077,256
121,0.4057979742261056,0.728579491951335,3008,2059,256
122,2.0023745786502225,0.6582191694888861,3154,2018,256
123,1.857797317741084,0.8682155966809703,3102,2121,256
124,1.077564528327758,0.89753316125439,3150,1950,256
125,0.3265902842961315,0.7028347787893536,3182,1947,256
126,2.658170517383159,0.0325129161336266,3183,1962,256
127,0.565806295154642,0.9097438549510573,3145,2112,256
128,1.3384310694839403,0.4424345969244098,3126,2020,256
129,0.8077121176369398,0.5513255034937049,3056,2136,256
130,2.2255021201115097,0.1417768665555884,2967,2033,256
131,1.433256304385108,0.9591117810076808,3065,1943,256
132,0.1433141754885305,0.6286108864325834,3199,2136,256
133,1.4635234681248892,0.3541734961507972,2981,2112,256
134,4.819467855886018,0.5033075883020842,3041,2009,256
135,1.1809001149390252,0.6423386900819182,3145,2171,256
136,1.3790187058808494,0.0526698449309774,3113,2100,256
137,0.6300089495838119,0.5940587635061745,3172,1965,256
138,1.653761009664393,0.0722406132085775,3138,2035,256
139,0.3254549517034616,0.4386753134864067,3041,1925,256
140,0.5243668269189841,0.6562745262854088,3150,1932,256
141,1.1936828547155915,0.9910100652188684,3075,2025,256
142,1.1215985597888496,0.4210476921101453,3116,1962,256
143,0.0999857095667305,0.8023890052153646,3124,2034,256
144,1.130286251384235,0.7018073250770824,3032,2106,256
145,1.0126920738718646,0.0644061593088595,3053,2093,256
146,2.0250034845688134,0.826880846523586,3015,1996,256
147,1.525717486242716,0.0666359004695366,2953,1945,256
148,0.2640520239052593,0.4035238923145205,2984,2069,256
149,0.7910335198310716,0.8750374229274336,3136,2002,256
150,0.6663522697056165,0.4586881491374368,2970,2044,256
151,0.0873484814042527,0.6540809227007762,3109,1927,256
152,3.18588553501732,0.5241852587727882,3121,2173,256
153,0.3490485861844706,0.0389889883368699,3004,2007,256
154,0.9956977192966272,0.9914944678784696,3007,2121,256
155,0.5140135830652782,0.43602679636538,2984,1964,256
156,0.3710550221023398,0.8560538239851219,3090,2098,256
157,0.0921123343622131,0.4846798100101602,2985,2144,256
158,2.338625384952337,0.2211818519005096,3122,1982,256
159,2.37906295627269,0.0273779675136787,3107,2119,256
160,0.1287358261527629,0.4555507304900327,2944,1979,256
161,1.887561259910958,0.315881122254369,2962,2125,256
162,0.0166924194445263,0.2446366671957768,2985,1953,256
163,3.5886767525800094,0.6081432437227389,2989,2060,256
164,1.2120284620539574,0.8125257157931384,3013,2154,256
165,0.7680564558008568,0.1653516858255558,3014,1921,256
166,0.3276014054620146,0.0734454500519753,3119,1974,256
167,1.096179786826447,0.0422575415482998,3022,1988,256
168,1.4208261284024668,0.0229411043581713,3153,2120,256
169,1.692187479907616,0.7379874227531353,3002,2117,256
170,1.1984419282451453,0.659338178955413,3086,2040,256
171,0.9423339379563752,0.99284885127112,3177,2086,256
172,1.5524430421550972,0.579160326811501,3169,2013,256
173,0.4437796904504129,0.2249653580729398,2998,2009,256
174,4.111967205927312,0.3446624433174389,3007,2144,256
175,1.2031978304971285,0.4476134492607483,3194,2137,256
176,0.734721220503552,0.5468956755508613,3142,2142,256
177,0.3983907578847263,0.7794458406764787,3128,2125,256
178,0.3161543056506259,0.0496614739979367,3144,1933,256
179,0.0816426041909511,0.5339159619163698,3003,2127,256
180,0.0754775918414726,0.9999828156401028,3085,2058,256
181,0.1022865184458482,0.8627119536305698,3034,2116,256
182,0.2001784510957637,0.4620439167513193,3057,2135,256
183,0.8098250331407324,0.4033960363090225,3193,2136,256
184,0.4118384572943647,0.9383904440731856,3031,2023,256
185,1.2836899177294574,0.1236115028758074,3144,1943,256
186,0.1221182400264158,0.3203333242841707,3005,2000,256
187,0.9586348643139572,0.8595987700479021,3115,2081,256
188,0.4699552020590237,0.1334814717465793,2992,1974,256
189,0.306937190988466,0.1344408163086496,3151,1944,256
190,0.3782525252381002,0.6554867762790871,3010,2073,256
191,3.543868264824332,0.886669058446066,3003,2003,256
192,1.917016607314913,0.1656684524181201,3017,2030,256
193,0.4405657142436098,0.1983234851079136,3074,2174,256
194,5.621433561906274,0.8344795533522472,3151,1939,256
195,0.0861540354349985,0.5901601787388586,3142,1971,256
196,1.6489098398921147,0.8356959338207904,2980,2076,256
197,2.0394478420687703,0.2926625700973804,3045,2148,256
198,3.2303985188067865,0.211422706891719,3163,2047,256
199,0.0868080080756653,0.345012712311136,3060,2000,256
200,1.149711526584814,0.6188542453514645,3011,2143,256
201,1.1728327152484188,0.4680845656615046,2946,2050,256
202,0.0064437057604461,0.7376335552198512,2975,1963,256
203,0.0887260281342011,0.3323681997045148,3161,1953,256
204,1.2224711420871146,0.1583540077576792,2959,2149,256
205,2.44730119574406,0.2476075277590583,2969,2072,256
206,1.7173255017527038,0.769386573142524,2959,2096,256
207,1.3172192813822377,0.2308911485860826,3060,2023,256
208,0.8648247084295987,0.6400484827409436,3012,2171,256
209,1.732498662481753,0.9022106782072244,2977,2025,256
210,2.3896550900927807,0.0963431492360598,3194,2175,256
211,0.6675706948272382,0.8012101895302957,3073,2163,256
212,1.8128395490194675,0.4545423604191523,3038,2150,256
213,1.047993204559709,0.8317088849418162,2971,2095,256
214,0.370526484846111,0.987755650514396,3143,1970,256
215,0.5088915109072113,0.9269003936335604,3181,2160,256
216,3.4570528204269624,0.5007326695578427,3160,2096,256
217,2.153998231257637,0.0955348512676228,3178,2161,256
218,0.7214387302325511,0.3912195090934096,2980,2037,256
219,0.2187696674646434,0.932858870694702,2963,2043,256
220,0.944507903039823,0.1302465318170346,2967,2146,256
221,1.4180080543377045,0.0469585145931351,3003,2085,256
222,1.8872441854814288,0.6299475271958416,3173,2041,256
223,0.0317671940886082,0.997410495341875,3013,2125,256
224,0.0291701620271007,0.1910191465142215,3075,2060,256
225,0.5076852751497432,0.7279312916773251,3033,2038,256
226,0.1729407132122588,0.3089234018834277,3101,2089,256
227,0.3236684671832307,0.5382600282642712,3089,2005,256
228,0.3197827388074068,0.5629580452169638,3027,2083,256
229,1.0060528253270842,0.2442651289836419,3022,2088,256
230,0.5028385176279894,0.8241787152264152,3092,2084,256
231,0.4960129705602954,0.9443597483158856,3085,1954,256
232,1.159139143630422,0.1514198226154971,3040,1941,256
233,2.0167454514793386,0.0791879378081436,3025,1967,256
234,0.5247161023237524,0.3638322240203583,2969,2137,256
235,0.3542702557572655,0.4687471623185321,3197,2120,256
236,0.2869762608374693,0.096622041375884,3052,1949,256
237,1.6214987439284028,0.6446450769966332,2982,1962,256
238,1.374639357060165,0.8825569018596539,3001,2158,256
239,0.0831450725433619,0.3889344275620199,2960,2006,256
240,1.2458380388089314,0.5140476059117143,2973,1938,256
241,0.1355168948553855,0.7129827464243782,3194,2038,256
242,0.3233752121714248,0.2008211559603051,3182,2135,256
243,1.9485453852829469,0.3782494989367267,3028,2114,256
244,2.438248693942505,0.644993729546953,3021,2089,256
245,1.4463838657871138,0.4681849228327638,2996,1965,256
246,0.8665216883234392,0.0573241375914375,3161,1978,256
247,0.7470400025678786,0.9015656296346078,3168,2101,256
248,2.3425086852554173,0.6370094778170377,3039,2101,256
249,0.3782228725111803,0.1123232553842228,2970,1998,256
250,2.9914342053582508,0.6202420385148266,3112,2081,256
251,0.174536612609682,0.4261545365390393,3106,2169,256
252,0.3392606554985887,0.7043162973674961,3191,2142,256
253,0.5583299349169654,0.0219499576075671,3043,1946,256
254,1.1579596397405625,0.803435582398903,3161,2027,256
255,1.6417974635541883,0.8143123381170827,3004,2069,256
256,2.2712971006568288,0.7086112385216187,3098,1986,256
257,0.928255880819932,0.6315102692780147,3070,2144,256
258,1.2455190350308627,0.67818076617716,2966,1990,256
259,2.2096647166102645,0.3716573658972814,3130,2139,256
260,0.6897859061655425,0.1346207223981795,3079,1943,256
261,1.2946694019478049,0.0013953104052517,3051,2073,256
262,0.3687977897470848,0.2412448469479049,3151,2033,256
263,0.2108995367734551,0.73309057862656,2970,2040,256
264,1.2816846598623426,0.962624187313146,3047,2151,256
265,0.2208962802835515,0.9869797911658916,3148,2134,256
266,0.5111782448308424,0.1581637958126234,3098,1946,256
267,0.3529902863568132,0.7735014556272841,3061,2137,256
268,0.3354807277891032,0.542607710204478,3017,2015,256
269,0.4575379831725459,0.1948637817612215,3104,2024,256
270,0.061471265061404,0.8210719876830771,2969,1928,256
271,2.608449768628285,0.0852406423352793,3052,2072,256
272,1.194107063907146,0.6565036432602392,3125,2002,256
273,0.9283764112274424,0.3545032274474691,3025,2126,256
274,1.4771889894423615,0.7800539419866218,3098,2088,256
275,1.1798058665617612,0.1075597156728613,2951,2112,256
276,1.0251940536549646,0.3981510263110956,3178,2160,256
277,1.4975512924874346,0.1059082952539407,2964,2040,256
278,1.8686150489177804,0.3042767328952992,3188,2057,256
279,0.5171433387438348,0.8004848643365163,3063,1967,256
280,0.4375075964481502,0.3788468903806614,3103,2163,256
281,0.1733763769214288,0.4361785485503382,2973,1943,256
282,2.22231399128001,0.0671238388959036,3166,1923,256
283,0.4020779258806309,0.4191450579826563,3097,1994,256
284,0.87595711793234,0.9916360216690546,3122,2165,256
285,2.4142523428976337,0.9419139653198252,3186,2057,256
286,2.760567920547292,0.4614928519285756,3008,1927,256
287,1.440591492937607,0.5108667814918835,3186,2022,256
288,1.20509538110936,0.9091540085313096,3061,1968,256
289,2.243765596227725,0.7839791387665299,3194,2097,256
290,0.4588752248449321,0.9570687522369292,3089,2010,256
291,0.2393154261934241,0.0426423073291493,3149,2102,256
292,0.0641444360145651,0.7882421032320263,3151,1953,256
293,0.7295385842206883,0.5336492742536053,3021,2131,256
294,0.4437464247487457,0.8458070870851336,3035,2100,256
295,0.8194202401189368,0.9718687398233904,2988,2158,256
296,0.9435371395491322,0.8776513556617564,3130,2159,256
297,0.7370773189125465,0.2245339876426274,3117,2078,256
298,0.5422673398583545,0.1993621331726383,3191,1922,256
299,0.2427150535833214,0.4236625577979681,2944,2041,256
300,2.3794225541541736,0.7841700062531057,3013,2030,256
301,0.0896810702881339,0.686171572233555,3055,1980,256
302,0.0084516321127291,0.8584390401893381,3121,1931,256
303,2.000105593988744,0.2718342670736456,3018,1920,256
304,0.0405943417276067,0.4707613081611994,3102,2127,256
305,1.9212657788901195,0.0665399701984733,3121,1926,256
306,1.6752312694715268,0.5414496131622585,3132,1982,256
307,2.240914243830549,0.0669224911472201,3042,1947,256
308,0.0058137345782561,0.1120770627437571,3182,2031,256
309,1.5745162319917885,0.9904608081136412,3048,1998,256
310,0.2594903546491318,0.213875842001913,2966,2099,256
311,0.5203213414583919,0.7139149823822509,2988,2090,256
312,0.3259748555737358,0.1845935103357252,3198,2095,256
313,0.7479679207324732,0.8176509134618373,3075,2162,256
314,0.5172260973801192,0.3503125752896334,3170,1928,256
315,1.4405415890535114,0.4400842451271601,2947,2075,256
316,3.859317672922489,0.9178115624931112,2988,2033,256
317,0.4017600730925427,0.9774757625865818,3096,2052,256
318,1.1822284572845203,0.355557681458026,3072,2159,256
319,2.9450208075835205,0.6323053636223505,3077,2157,256
320,0.1305567425265888,0.8281836328548773,3159,1966,256
321,1.5593080949221176,0.3411605199553404,3164,2159,256
322,2.2027851680713075,0.4291702870014791,3126,1989,256
323,2.0316825150384323,0.0482773846637757,3154,2146,256
324,0.7562699126603634,0.39848565909769,3010,1995,256
325,0.511387675290988,0.9817137299749676,3187,2141,256
326,0.661138222709348,0.8805439008295539,3172,1953,256
327,0.1076352480083705,0.4463314829195516,3153,1950,256
328,0.8835039390030928,0.7962573720559143,3023,2110,256
329,0.5714709415962197,0.8571950927264445,2966,1933,256
330,1.0481548340289253,0.4853159837544946,3104,1964,256
331,0.264644794990554,0.5125876277694038,3171,2017,256
332,0.0844998258250774,0.6492504457519954,3065,2034,256
333,2.3765046283296,0.904498056913311,3172,2032,256
334,1.1226909199563315,0.9885291125631294,3118,2087,256
335,0.4180622249474489,0.014000946025094,3169,1964,256
336,0.2315952068019522,0.2431690457236156,3147,1974,256
337,2.422534699217822,0.1214704704202696,3011,2153,256
338,0.9443221910754802,0.9986262180022726,3082,2147,256
339,0.0700571438653322,0.5356287492775849,3077,1927,256
340,2.563889964725929,0.5307437487103354,3157,1975,256
341,1.8056849781281576,0.676574769993459,3195,2070,256
342,0.1728954836840324,0.8448596330524366,2976,2000,256
343,1.7882288331966572,0.0636553662274405,3091,2000,256
344,0.7110624391301071,0.3806706934788114,2957,1926,256
345,0.6324283239995984,0.929517216441124,3164,1921,256
346,1.56856556125043,0.9892273083712844,3181,2053,256
347,1.0105353111663054,0.7979685386549203,3006,1993,256
348,2.47758105686424,0.1332965054118743,3038,2082,256
349,1.912995117006415,0.8706470555489169,3182,2008,256
350,0.2624770538988879,0.7435699141864005,3085,2098,256
351,0.0790513522071269,0.1202079281128712,3129,2066,256
352,0.45746537304852,0.269345390242458,3052,1933,256
353,1.2650886288535883,0.8592808792892916,3110,2149,256
354,0.9861725820412433,0.1650134765110918,3083,1944,256
355,0.7021157521969178,0.6252204391455113,3164,2021,256
356,0.084566359418256,0.591617216294587,3052,2098,256
357,4.165450128385644,0.5672950706492936,3196,2176,256
358,4.04048866030823,0.9312045507174124,3156,2086,256
359,1.104270105058386,0.1400878023945262,2990,2175,256
360,3.9453717838406703,0.7975658560705553,3078,2081,256
361,1.5204074672132872,0.7842875033613997,3045,2118,256
362,0.2940108857547948,0.9211726340137624,3054,2128,256
363,0.554890252273458,0.4273135492881192,2994,2022,256
364,0.3999689791598904,0.9768797727321272,3086,2162,256
365,0.0922498057931293,0.9557659052121458,3005,2041,256
366,0.0860980557453982,0.3205316738629685,3054,2126,256
367,2.5156530307606566,0.6589642415386456,3009,2110,256
