seq,unit_dt,u_class,total_tokens,max_tokens
1,1.056228094228963,0.40391084351150675,1925,256
2,3.6917640032778754,0.9383123539638731,1983,256
3,0.3694436006431411,0.4400570515194391,2043,256
4,0.2843236955909489,0.5623248699658261,1996,256
5,0.32087940603245985,0.49173337701506536,2153,256
6,0.4082770443004451,0.5076531547590211,2060,256
7,0.6185207457845092,0.2430321464309858,1951,256
8,0.5646622113697214,0.4135699225003491,2008,256
9,1.478226375174375,0.690973038972682,1938,256
10,0.5481616132153122,0.13588557447400418,2049,256
11,1.6220075367132014,0.7379989801319382,2158,256
12,3.901230941505629,0.6619142523680126,1934,256
13,0.07441605899961817,0.9199564482506855,2173,256
14,0.19321816599513145,0.7888221093930917,1974,256
15,1.9920776476649895,0.3946405632212744,2025,256
16,0.006145764495531595,0.724305312283839,1936,256
17,2.1231227164006383,0.12273850223662064,2150,256
18,0.899730544794368,0.913841675188652,2037,256
19,1.7113699098477337,0.7809618686411737,1926,256
20,1.2796439188742483,0.23802975392965786,2159,256
21,0.1940903128843578,0.12610215259811208,2026,256
22,1.8093620833648945,0.30214782182466426,2062,256
23,0.9481428209921071,0.8978664927456887,2133,256
24,1.2826518234923638,0.37036800850471374,2025,256
25,0.836002757119793,0.8552510679039819,2134,256
26,0.35447319309080466,0.9147302377452737,1957,256
27,0.10960320571960713,0.22494588363422952,2082,256
28,0.5272689255077438,0.42034782776362967,2098,256
29,0.33549921309392694,0.4098328879375409,2071,256
30,2.0605415967522953,0.6344995428934563,2176,256
31,0.8208182364153481,0.7740400747481562,2006,256
32,1.0110769971236984,0.6962399433237468,1966,256
33,1.044329643362901,0.632374712215462,2088,256
34,0.8393186878067084,0.9458142984034199,1934,256
35,0.5905670515686982,0.597197985093564,1974,256
36,1.877307136965782,0.9080866082725287,1954,256
37,0.4039575438447332,0.4610809417618227,2007,256
38,0.4343676303674091,0.6554221531684737,2144,256
39,0.15714897450486007,0.8380225971665309,2134,256
40,0.30699693045660525,0.9966612529860895,2063,256
41,0.257923567816195,0.8855770981807894,2014,256
42,0.06536948146540142,0.8872789177586504,2076,256
43,0.08000986218699432,0.7862066537589046,2026,256
44,1.5826857102562166,0.03894985337164192,2149,256
45,0.07693213352167365,0.4478984046792994,2165,256
46,0.13207688389108702,0.9351227940330825,2043,256
47,2.143983657924211,0.4323564100056104,1998,256
48,1.5962721570531802,0.8173617968235506,1944,256
49,0.6287540579846449,0.6067588653051309,2049,256
50,0.5073840831426352,0.5766689598620808,2101,256
51,0.4269778398403432,0.37846549247647543,2123,256
52,0.29912194789900687,0.8270673021252682,2170,256
53,0.9880949912551621,0.4352880400688599,2043,256
54,1.2197393945799568,0.6548256997489948,2028,256
55,1.9269564721606915,0.24457788223684795,1961,256
56,0.4458877148038617,0.3930406592958713,2039,256
57,0.37715753870114627,0.40419755038794136,1953,256
58,0.1644784184331909,0.38386915510665176,2150,256
59,0.7049716421459775,0.42155576384765314,2007,256
60,1.2594538843998102,0.6307532321127328,2066,256
61,1.0892596988011687,0.9381480792140863,2023,256
62,0.08804182778869483,0.859946618818036,1982,256
63,0.2951945688735905,0.7753815755523702,2055,256
64,0.7453789633208922,0.46300936752380517,1942,256
65,0.33318484644635205,0.3763364716270614,2149,256
66,0.21545419918819542,0.37203066722802647,2034,256
67,2.6790318601106398,0.8621828346865145,2059,256
68,0.07868348071552,0.9737773772829459,2012,256
69,0.5702394506048548,0.7548552227048944,1955,256
70,0.24762628274938236,0.8505242603721143,1958,256
71,2.633675272269043,0.010354398200338677,2068,256
72,0.9215056851677099,0.2678193025933093,2076,256
73,1.1206624239794007,0.3263079671436315,1995,256
74,0.1463663948869367,0.5520560305892644,2094,256
75,1.1129304069085988,0.25555852025976067,1999,256
76,0.022199986588804878,0.4516811343408954,1956,256
77,1.4062542769197344,0.3619623192131032,1963,256
78,3.0464994977031425,0.2961414964422473,2047,256
79,0.21729002235342704,0.9555479364972699,1946,256
80,0.2158742104912425,0.6745489413752392,1937,256
81,0.19534142388360293,0.4892195430869902,2001,256
82,2.227468001648262,0.6117315374076877,2089,256
83,0.253736587664003,0.8057858881095141,1968,256
84,0.8489524041961993,0.07195615518031839,2117,256
85,2.2594966609895977,0.166045988704985,2113,256
86,2.065936441318536,0.8537848699261853,1976,256
87,0.4737105979233404,0.9825620430752205,1966,256
88,0.9353137200283015,0.4365954529304362,2172,256
89,1.1048024310655418,0.22039674476710192,1970,256
90,1.3956530468460453,0.22853118735068434,2144,256
91,0.504396057079309,0.9874495302771191,1971,256
92,0.16224157129969125,0.692517874555748,1978,256
93,1.2556764946274224,0.7785774934233645,1957,256
94,0.6349268677612729,0.46361614442172694,2014,256
95,0.5617388744892097,0.22762307374683333,1927,256
96,1.1905394673039813,0.11275727170670358,2150,256
