seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.6277185943685336,0.9976699606468918,3016,2107,256
2,0.0215713430667249,0.9153146512508252,3012,2033,256
3,0.1662234195153031,0.2702210320323863,2981,1981,256
4,0.9341478797256434,0.4745474917483088,3195,2005,256
5,0.4681769562484238,0.6746230288512638,3046,2037,256
6,0.1220931930221864,0.7167456381873171,3085,2098,256
7,2.1121924544176163,0.8991244251871241,3031,2132,256
8,0.2143183336520373,0.0460379940268758,3153,1992,256
9,0.1149356316143358,0.4429465950925021,3015,2037,256
10,0.5450424281058857,0.791160820839668,3062,2141,256
11,0.1550264991529333,0.4753114149510256,3080,1936,256
12,2.018623119752324,0.3266213155139993,3090,2118,256
13,0.5777977837879682,0.569451451996755,3064,2112,256
14,0.3923945922358444,0.073533292464236,3191,2116,256
15,1.445229294386296,0.3030905252583661,3046,2087,256
16,0.3938845052098567,0.3242746318153153,3053,2102,256
17,0.4041436815899651,0.0048659235955629,3190,2147,256
18,0.586460163189847,0.7239267467331486,3007,2167,256
19,0.0670010201939565,0.1432895868421995,2952,1995,256
20,0.1629520085652609,0.7673634949285226,3196,2175,256
21,0.238485548294269,0.0275703905421164,3126,2057,256
22,1.292363934167066,0.99182808978289,3127,2134,256
23,2.4131658821717195,0.352825433734484,3175,2108,256
24,0.3224608329139198,0.3865925859856495,3190,2025,256
25,2.1290978624041297,0.5694777757530404,3030,2053,256
26,0.9237585339123502,0.2346887110155138,3129,1933,256
27,0.365353712154567,0.9367008506318192,2992,2081,256
28,0.1577139769762095,0.5557369677075992,3196,2062,256
29,0.6766265678248302,0.0220653110691121,3111,2153,256
30,2.5077339405200623,0.0630753806010199,3023,2168,256
31,0.6171274243382655,0.1110194044422123,2968,1975,256
32,1.2786000666611277,0.595852902895801,2957,2042,256
33,0.3022159031782976,0.4034240314897388,3064,1959,256
34,0.1022753072568206,0.4817106606832668,3106,2002,256
35,0.4880890823603871,0.912424049322782,2946,2006,256
36,0.1924886348699664,0.2692699429524342,3029,2158,256
37,0.0617928702965067,0.9206733534768484,3057,2175,256
38,0.9569712502945652,0.3597227095121172,3090,1965,256
39,1.3547724093117173,0.4144866776054443,3033,2010,256
40,0.8986007613004093,0.4914983067095536,3070,2173,256
41,0.2138349362053165,0.5885034812826039,3065,1926,256
42,1.7208067459438607,0.6608240398478381,3173,1981,256
43,0.3088273363298085,0.4936051967590594,3139,1980,256
44,1.0666850668216956,0.8503273047892924,3052,1936,256
45,2.2911968655533763,0.6783201992358705,3017,1933,256
46,0.8402804167467753,0.7313010105540192,3128,2138,256
47,0.3058800024654124,0.930251358135754,2973,2143,256
48,0.4955309939643064,0.574506908754291,2991,2116,256
49,1.3583237153196113,0.0559512117154928,3013,2018,256
50,0.975520533155402,0.8397901490343992,3162,1991,256
51,0.2504397422404423,0.7494389150020445,3035,2023,256
52,0.175271692190341,0.7563727700034281,3167,2002,256
53,0.1337280918406803,0.5241838853476567,3068,2173,256
54,0.3993012986484722,0.5162440185178548,3180,2169,256
55,0.5171225539411626,0.1033667875700637,3124,2114,256
56,0.231836322668164,0.1819436497496319,2982,2145,256
57,0.8462905179576176,0.6672186773671518,2944,1944,256
