seq,unit_dt,u_class,total_tokens,max_tokens
1,0.0011885107731677326,0.9264525998503034,2133,256
2,0.14447066771829578,0.2777066482790948,2026,256
3,9.140213919208408e-46,0.4155016800447594,2111,256
4,1.8126026859479105,0.4468787535139255,2045,256
5,1.2123509104298865e-24,0.3005487456009137,2043,256
6,2.569171558364024,0.019172043726124,2072,256
7,1.3832049734936518e-12,0.306352717543211,2161,256
8,1.2587290811826991e-06,0.9952851680830108,1963,256
9,0.0942457217998213,0.3913005648231448,1946,256
10,5.638740887897273e-13,0.3203356556750298,2099,256
11,8.373274271836481e-15,0.5707091703322735,1948,256
12,3.577509089848399e-14,0.1414673481932996,1983,256
13,0.010971886908399064,0.5369401523859281,1940,256
14,3.158204335895136e-24,0.5797275598226973,2097,256
15,15.027717867730551,0.0862295281048038,2131,256
16,0.9671496818892774,0.4398074234860991,1949,256
17,0.37161080013668457,0.357275086875232,2056,256
18,5.351438544746437e-17,0.0913166860927874,2023,256
19,3.216253760444951,0.5346660640950051,1973,256
20,0.5808316053663103,0.554110442634379,2133,256
21,0.5985986524497101,0.4824320227245473,2000,256
22,0.00035276736877309933,0.9725064619957248,1957,256
23,0.029160242037095604,0.6038175448553326,2152,256
24,2.972672887585139e-11,0.7704176069795126,2025,256
25,0.0002226545568164518,0.5578027200409243,2113,256
26,0.04111177519805728,0.9326092086997464,1936,256
27,0.3363446752236762,0.7532351398006928,2128,256
28,3.6889817908282453e-06,0.7201726973637058,1931,256
29,0.0007995826887650142,0.7659727594093352,2139,256
30,9.20366569495358e-06,0.2393802381497891,2131,256
31,0.0005561817147395479,0.6432355517222165,2173,256
32,1.4860374981680567e-10,0.6976780254893613,2038,256
33,4.335710850514717e-10,0.7813784983250812,2005,256
34,1.0073167105881661e-24,0.8803098457762115,1959,256
35,0.030291190157328694,0.7241951510153319,2167,256
36,5.339549776662633e-24,0.8103701122225048,1963,256
37,3.925961915929249e-09,0.7873633068571082,2007,256
38,7.184398264359186e-07,0.0853263832331211,1983,256
39,0.09059941586925198,0.5336022964451882,2123,256
40,1.7650688890705928e-10,0.5638553280621914,2080,256
41,2.2138107475375186,0.5114986794282176,2108,256
42,0.8087174854031055,0.3181821031482849,2041,256
43,0.005198912315628831,0.4495791178387966,1955,256
44,0.04174963763150669,0.5420764169165024,2174,256
45,0.0013913149553215613,0.771429592413082,2166,256
46,4.199575533900813e-13,0.6969895631394005,1948,256
47,3.764173468634497e-08,0.2347564618304252,2018,256
48,6.85439024826695e-06,0.6394799665000979,2103,256
49,1.5205207118778275e-08,0.9120231131978818,2013,256
50,3.9240496943531684e-08,0.0887356890630564,2118,256
51,0.26445814424604386,0.3896117101266068,1932,256
52,1.079096210867207e-12,0.5032868200801265,2052,256
53,0.00716870650776778,0.9418453554027576,1961,256
54,0.029796885211386345,0.4904857220458412,2018,256
55,3.1952566457623623e-14,0.9614013818772508,1968,256
56,0.0001468175621425602,0.98851721687067,2022,256
57,0.018206258381735826,0.8835169606673872,2106,256
58,1.293612071361168,0.0048384474184843,2144,256
59,3.4958567160117513e-06,0.925182903826619,2135,256
60,0.1510708457296968,0.4140123436944861,1972,256
61,1.4563070335857893,0.6135061031024877,2069,256
62,9.540870425550018,0.8063167834676124,2027,256
63,0.950139318083095,0.8712062026899929,1976,256
64,6.100034550008661,0.3663080456123367,1982,256
65,0.6475710415032986,0.9826970968590688,2105,256
66,5.7571365891119625e-12,0.3536002162258214,2030,256
