seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.1622420065081218,0.2352765904148273,3136,1959,256
2,0.6583744507177375,0.0899002252744018,3052,2031,256
3,0.725013737045372,0.0305761926347725,2951,2047,256
4,0.4916763077655108,0.8890179712277314,3161,2136,256
5,2.0063167004120257,0.8794658036435052,3127,2097,256
6,2.3537177695210856,0.3207736946202634,3027,2092,256
7,0.4111357564435975,0.9623550317515142,3003,2082,256
8,0.0626452635081485,0.7888456315172008,2971,2053,256
9,2.652211282051855,0.2587176004134962,3150,1995,256
10,6.146288926266961,0.6044216078513708,3132,1974,256
11,0.2084841554146167,0.1400810763054941,2980,2154,256
12,0.7972656637203194,0.0234184118702939,3129,1977,256
13,1.7189837781531467,0.0797588656503019,2984,2111,256
14,2.8087502822874635,0.2471837242718847,3154,2173,256
15,0.4917423032539361,0.8466002109902118,3030,1944,256
16,0.6750382824096662,0.9517626189861093,3119,2159,256
17,0.8419956911464984,0.5476590807239935,3050,2007,256
18,1.0444095951776688,0.7552323638885133,3003,2057,256
19,0.5709671330061288,0.2060553481782143,2956,2003,256
20,0.2504134997175994,0.8080371802230084,3001,1924,256
21,5.497061052002968,0.0997229639684543,3077,2023,256
22,0.2249192223735428,0.5406680751880417,3002,2086,256
23,2.404794706222809,0.9137990141727445,3197,1927,256
24,3.092853468316324,0.850147626608376,3055,2015,256
25,1.0920602439984732,0.780092824283179,3103,2165,256
26,0.224602189657492,0.8846562181418679,3002,2116,256
27,0.0256521774561861,0.5210389356719279,3056,2004,256
28,3.7817563791336943,0.0247533676648183,3050,1953,256
29,0.1766089913549226,0.4283182891499628,3173,1979,256
30,0.9606148943880178,0.1780173785337526,3085,2167,256
31,1.8721237591969448,0.3370499374894292,3099,2044,256
32,0.5447091275161456,0.7399578451992072,3138,2113,256
33,1.6380129793537208,0.7110128674892404,3164,2095,256
34,2.9463556636049897,0.8322888969136581,2962,1967,256
35,0.8271423508359811,0.0200092146600704,3056,1952,256
36,0.4736988829710282,0.0601498205901764,3097,2088,256
37,0.7348354566292246,0.283400504275543,3139,2118,256
38,1.850431922579916,0.2216797880991403,2989,2072,256
39,0.7075955611343089,0.9454240797391256,3148,2135,256
40,1.1126802917437482,0.5891232620281798,3082,1941,256
41,0.324491818290134,0.7535466545546363,3021,2071,256
42,0.2669735702421027,0.5229319567935892,3002,2155,256
43,1.0723166538764914,0.6505539244372619,3188,2154,256
44,0.4548372211013612,0.0663912408117284,3087,2053,256
45,3.898332270764715,0.5870277038415889,3046,1961,256
46,1.0431587303308694,0.1509509356525786,3035,2044,256
47,0.0401970645913829,0.4316609119189203,3054,2083,256
48,1.765545286383494,0.2365381661943136,3194,2120,256
49,1.0128733332779134,0.5611330459522713,3067,2086,256
50,1.622511412288134,0.6522490669014444,2968,2078,256
51,0.1985005621532686,0.5880097462227267,3117,1939,256
52,0.762697750712944,0.8653656832608166,3182,2149,256
53,1.2490945357884644,0.7017905997388352,3112,2174,256
54,1.8514776009287763,0.935486246390822,3149,1950,256
55,0.031301844397263,0.3688179814159161,3029,1936,256
56,2.108251267625961,0.6140416359083846,3194,1978,256
57,0.0263418489102152,0.6170828728396037,2948,2086,256
58,1.7881018639772743,0.6172487277805989,2993,2061,256
59,0.4300619818252634,0.075684945618843,3092,1938,256
60,0.5737915915308517,0.9865860439068944,3189,1987,256
61,1.5255724652018048,0.9272755292653496,2975,2102,256
62,1.5313837861381367,0.656050176529276,3139,2050,256
63,0.9164500805847748,0.0499028367518079,3110,2176,256
64,0.7152436026501439,0.854561873748052,3099,2009,256
65,0.8526302588879615,0.405868939346964,3155,2169,256
66,0.904313373798282,0.308325102386617,3197,2085,256
67,0.9427859739364268,0.5786131547234773,2972,2034,256
68,0.297728210800927,0.3351588136867097,3143,2039,256
69,0.598400599181002,0.5947615714684154,2959,1947,256
70,0.8919379606901605,0.3561094568209558,3004,1991,256
71,0.7337763997367344,0.4042420813606648,3048,2077,256
72,0.0480915211099013,0.9945260784917186,2944,1940,256
73,0.6727477396323833,0.3592929046630626,3121,2127,256
74,0.4276573354844601,0.1864108528280709,2976,2077,256
75,0.1507099089503824,0.7811013875737449,3107,1938,256
76,0.2931847730817621,0.4858734399405663,3136,2020,256
77,0.4237360687833544,0.8699953297265977,3107,1963,256
78,0.2548121935244764,0.9011163386558236,2956,2015,256
79,1.665151277661169,0.956511159829896,3062,1960,256
80,0.6303400799453122,0.4216917915808214,2970,1955,256
81,0.056275876696336,0.4950597552557362,2988,2022,256
82,0.0010202109297246,0.1532910511850737,3045,2044,256
83,2.2512855868209845,0.6846038307447859,3129,1958,256
84,0.2880295788184714,0.0748050006583381,2967,1955,256
85,2.417844284728032,0.4254619140184875,3094,2038,256
86,0.7495136458249821,0.3670091413062992,3022,2070,256
87,1.14498489557061,0.6305643533093992,2992,2036,256
88,0.2595032061591313,0.2217759695430362,3021,2164,256
89,0.7363414623300455,0.5884877672225689,2951,2067,256
90,0.3947204933315496,0.8343635416656675,3072,2030,256
91,2.9967188854060645,0.3091275158585045,3063,2019,256
92,2.230925291615647,0.2349150451856099,2989,2014,256
93,2.0568931371574424,0.9431182638527316,2947,2039,256
94,1.697386343085799,0.7670071090376316,3053,2093,256
95,0.1140142234378167,0.5494414183919388,3049,2108,256
96,0.52952488408736,0.1406155895871339,3087,1990,256
97,0.3675624228966905,0.9855432769844724,3151,1930,256
98,1.0491374923699146,0.735684815195552,3189,1969,256
99,1.3469028133497096,0.8594420855735609,3197,2054,256
100,0.8580136364240583,0.2746385718066328,3033,2089,256
101,0.9894807234378736,0.4881122417588333,3135,2167,256
102,0.4180598438952498,0.1703991462460031,3078,2077,256
103,6.19395811868668,0.0746008965476786,3156,2079,256
104,0.6589075223763741,0.4517198878118029,3166,1950,256
105,0.0733531936342468,0.2635722401284854,3039,2058,256
106,1.3116914674713602,0.4939302990214348,3170,2172,256
107,2.419762263937378,0.0155307955222508,3079,2050,256
108,0.5366123537116856,0.0815878482701064,3011,2062,256
109,2.1641427661621537,0.0062713736715087,3009,2141,256
110,1.6663219859539822,0.5316525718818848,3044,1924,256
111,0.0309579073833243,0.6174049158303004,3163,2052,256
112,1.646173761896127,0.0937541129209306,3140,2084,256
113,2.0935269437609607,0.7041066067575736,3106,2059,256
114,0.1211119854539992,0.0001496452652532,3032,2154,256
115,0.7689852661040447,0.1655761108107206,3058,2002,256
116,0.3502470003122084,0.0911183193248681,2981,2096,256
117,0.2378298322970081,0.979805291219164,3032,2107,256
118,2.1368363366721987,0.6901098364099525,3105,2082,256
