seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.0556380077754805,0.6851392704978697,1362,2079,256
2,1.2055962904934043,0.5590676418089837,1210,2112,256
3,0.2420397678096303,0.1371857391891184,1223,1967,256
4,1.49491493222339,0.9674078642682978,1288,2165,256
5,2.546860789254769,0.7605039567453268,1322,2044,256
6,0.6159547729152162,0.4566453909058424,1218,1963,256
7,0.7682207463486762,0.7592173055227683,1261,2007,256
8,0.9826660448608372,0.6995912200090221,1299,1979,256
9,1.8970614815538056,0.4970141703573053,1349,1961,256
10,0.2183693964045601,0.2278290620723966,1385,2096,256
11,1.7626271699516365,0.0674685522370379,1282,2014,256
12,0.2460660196161089,0.8114583134622004,1288,2127,256
13,1.5633462133879088,0.3589765192405063,1380,2009,256
14,0.4072892305906094,0.2871125819162324,1302,1930,256
15,0.7411687022500261,0.0666525378608169,1237,2073,256
16,1.1104946457646947,0.4938385876432326,1182,1954,256
17,1.4297663874859257,0.8198293251314918,1216,1955,256
18,0.2869054879393017,0.4512453859781377,1182,2069,256
19,0.7001041786361805,0.5821755889314929,1296,2000,256
20,2.1502671615159445,0.9501629981351364,1388,2122,256
21,2.4805447713678666,0.8827152249733683,1160,2005,256
22,0.007973028251886,0.3301283822922289,1163,2173,256
23,0.7587823674320555,0.0541166071831664,1352,2108,256
24,2.354145662921588,0.0677622930235973,1326,2165,256
25,0.0760684211332168,0.9578385326105529,1329,2173,256
26,0.3218669702700436,0.9077020731284572,1389,2101,256
27,0.586200636807454,0.7410755241898433,1245,2066,256
28,0.487568876572434,0.0253647127442816,1322,2077,256
29,2.01352174221114,0.5504025156385927,1295,1965,256
30,0.4620931364749882,0.2564841500413637,1198,2043,256
31,0.7419492943307491,0.7296981131555511,1297,2099,256
32,1.4867639187648447,0.9052188499578572,1320,1993,256
33,1.6142542793378647,0.7928856333098537,1298,2037,256
34,0.6611649213089006,0.0078574556221567,1314,2004,256
35,1.9839294678638408,0.8992425896797995,1244,1948,256
36,2.8609447693530075,0.7421950897908307,1393,1950,256
37,0.0897908170703273,0.0391517340838616,1373,1943,256
38,0.5517867270467918,0.2351323068122651,1344,1970,256
39,0.8464618696315781,0.3297814618253972,1238,2008,256
40,0.7730157156537454,0.4334458899316266,1241,2078,256
41,0.1628940558120298,0.7080632694974391,1355,2136,256
42,0.567587924191727,0.9292624322582006,1389,2088,256
43,0.297664823991323,0.6111673884731488,1301,2092,256
44,0.5593374162940102,0.1170398153824558,1330,2167,256
45,1.7640791439178958,0.0458194763522072,1297,1982,256
46,2.6497724286434234,0.5118470544608038,1210,2009,256
47,0.3187118099717958,0.5573183957337237,1379,1972,256
48,0.4096751744716546,0.0685504150958915,1395,2153,256
49,0.1212222863709053,0.642947620630499,1398,2175,256
50,1.3411755225818465,0.7886239943941525,1328,1977,256
51,1.1202927033516534,0.1972718464308434,1326,2048,256
52,0.4463388022394207,0.8207384934027395,1340,2034,256
53,1.3707885361934768,0.1811740654341046,1267,2127,256
54,0.1316545828446291,0.8278903581730929,1293,2097,256
55,0.0560601493071489,0.2346737570747394,1213,2024,256
