seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.3800917109621008,0.9264525998503034,3125,2133,256
2,0.6850036715086575,0.2777066482790948,2987,2026,256
3,0.4558457981720118,0.4155016800447594,3168,2111,256
4,1.1666763903893316,0.4468787535139255,3118,2045,256
5,2.3462321023993464,0.3005487456009137,3098,2043,256
6,0.1056000484923264,0.019172043726124,3154,2072,256
7,0.3107519305081278,0.306352717543211,3160,2161,256
8,0.2896252622151767,0.9952851680830108,3018,1963,256
9,0.1754633280784683,0.3913005648231448,3025,1946,256
10,0.839351038175632,0.3203356556750298,3198,2099,256
11,0.6851016663574772,0.5707091703322735,3123,1948,256
12,1.3706814175762887,0.1414673481932996,3126,1983,256
13,1.4028865488116893,0.5369401523859281,3190,1940,256
14,1.3177542965174478,0.5797275598226973,2962,2097,256
15,0.7283147066190394,0.0862295281048038,3022,2131,256
16,0.1559056720255973,0.4398074234860991,2946,1949,256
17,0.3042886046963008,0.357275086875232,3148,2056,256
18,0.7562389964468349,0.0913166860927874,3087,2023,256
19,0.9615101200718283,0.5346660640950051,2999,1973,256
20,2.269686107355685,0.554110442634379,2989,2133,256
21,0.2191970256844598,0.4824320227245473,3047,2000,256
22,0.2996633574746233,0.9725064619957248,3139,1957,256
23,1.5368938623727115,0.6038175448553326,3112,2152,256
24,0.5652813795350379,0.7704176069795126,3074,2025,256
25,0.0118047721890849,0.5578027200409243,3052,2113,256
26,0.7970485321305028,0.9326092086997464,3167,1936,256
27,0.6203056857871301,0.7532351398006928,3099,2128,256
28,1.4547995272214056,0.7201726973637058,3067,1931,256
29,0.3146977855492342,0.7659727594093352,3061,2139,256
30,0.2656921264520101,0.2393802381497891,2968,2131,256
31,0.5054633566592837,0.6432355517222165,2996,2173,256
32,2.03959061530319,0.6976780254893613,3097,2038,256
33,0.1139351192901735,0.7813784983250812,3115,2005,256
34,0.0404181130326702,0.8803098457762115,3136,1959,256
35,2.6001226767760293,0.7241951510153319,3132,2167,256
36,0.4625664376916098,0.8103701122225048,3014,1963,256
37,0.4762159945920454,0.7873633068571082,3045,2007,256
38,0.4100030596409746,0.0853263832331211,3146,1983,256
39,0.0630955386282036,0.5336022964451882,2953,2123,256
40,1.4847972366696236,0.5638553280621914,3034,2080,256
41,0.2863222732701557,0.5114986794282176,3109,2108,256
42,0.0359283083092889,0.3181821031482849,2967,2041,256
43,0.267611281627759,0.4495791178387966,3108,1955,256
44,0.5108696092547291,0.5420764169165024,3158,2174,256
45,2.601621146875303,0.771429592413082,3111,2166,256
46,2.1904089379078684,0.6969895631394005,3020,1948,256
47,1.208266453041118,0.2347564618304252,3197,2018,256
48,1.4622194783426632,0.6394799665000979,2996,2103,256
49,1.1457730737876444,0.9120231131978818,3138,2013,256
50,1.92154189439514,0.0887356890630564,3157,2118,256
51,0.0207014792593267,0.3896117101266068,3034,1932,256
52,1.663556618822944,0.5032868200801265,3013,2052,256
53,1.130784789231243,0.9418453554027576,3046,1961,256
54,1.119355568281782,0.4904857220458412,2960,2018,256
55,0.7271962008519679,0.9614013818772508,2956,1968,256
56,0.5937258107825087,0.98851721687067,3113,2022,256
57,3.2755813693532034,0.8835169606673872,3054,2106,256
58,1.056845274822029,0.0048384474184843,3045,2144,256
59,0.9832941315593108,0.925182903826619,3108,2135,256
60,0.2398053813309284,0.4140123436944861,2984,1972,256
61,0.0021011394788564,0.6135061031024877,3056,2069,256
62,0.0619838623622734,0.8063167834676124,3013,2027,256
63,1.0224296996060087,0.8712062026899929,3192,1976,256
64,0.361409141395252,0.3663080456123367,3060,1982,256
65,1.0313879982820071,0.9826970968590688,3148,2105,256
66,2.988717698895493,0.3536002162258214,3105,2030,256
67,0.0098875128675841,0.8734005776948783,3083,1978,256
68,2.926784541935895,0.4983843766683254,2975,2002,256
69,0.4716266988082923,0.3435369190681957,3103,2174,256
70,0.8373047415366456,0.2489123366527543,2995,2075,256
71,0.5417608764262659,0.3046954578747648,3173,2074,256
72,0.0568783029277758,0.5333754353840366,3014,2041,256
73,0.326939570043385,0.5260455079487465,3011,1945,256
74,2.297228683240231,0.9896587559537456,3061,2049,256
75,0.1268819628906123,0.7224897978367846,2959,2007,256
76,1.461911995762695,0.4021712877846483,3198,1950,256
77,1.603566110373852,0.6316928490083074,2961,2066,256
78,3.5265731794688384,0.8728432479437622,3148,1926,256
79,0.7427331901976313,0.0620607745366917,2963,1958,256
80,0.1035644601740987,0.8544332810946098,3003,2174,256
81,0.1977923449764236,0.2548789516660431,3166,1944,256
82,1.5888238413029774,0.5046910185065459,3032,1967,256
83,0.1479194529999216,0.5036174002386148,3132,2152,256
84,0.9275480019293842,0.6375648421620514,3121,2100,256
85,0.1481439444538143,0.1655175378840944,2978,2123,256
86,0.3682928714920466,0.4770236705328761,2953,2161,256
87,0.6096344860978644,0.3155619371777424,3090,1962,256
88,0.7148290954462279,0.295535215874927,3156,1987,256
89,0.0394652924743677,0.1272826224914314,3006,2067,256
90,2.561931381181357,0.977724735012924,2953,1955,256
91,2.444556309315358,0.6121042093783534,2976,2003,256
92,0.1737251935217041,0.7553662241024987,3112,2141,256
93,0.7550994021066102,0.7865528870914658,3181,2016,256
94,3.067719662174893,0.8346443304127624,2996,2123,256
95,0.0660788396997173,0.3197566353756249,3038,1954,256
96,0.1629132701550435,0.3669651284159895,2982,2110,256
97,1.3074849417863366,0.5547202819707444,2982,1963,256
98,0.0671553959372093,0.0340898126502018,3004,1995,256
99,0.142803235245372,0.4423320852742533,3009,2108,256
100,0.8490034882544198,0.3515919162196232,3113,2059,256
101,1.42236273813838,0.4742391594321529,3094,2025,256
102,0.7761062488870336,0.4641474645989262,2952,1982,256
103,0.594769801738956,0.6962617583139642,3046,2167,256
104,0.1191689456053816,0.0908585560845126,2983,2134,256
105,0.521717544482072,0.826845288916023,2963,1948,256
106,3.041112478679288,0.4218705610103065,2965,1979,256
107,0.8381102791946867,0.4674903625370128,3123,1982,256
108,0.2442973709343009,0.2092130095569064,3036,2051,256
109,0.8753443338218759,0.6693629379604188,3011,1935,256
110,1.865518783793498,0.0730269450664331,3099,2042,256
111,1.3200992501182758,0.2687105575746382,2985,1994,256
112,1.4513586751378893,0.1900078510434326,3198,1971,256
113,0.1143302847092072,0.9719273318954303,3081,2016,256
114,0.1621506763690031,0.2259019561528104,3008,2086,256
115,0.6263025077337668,0.1689978743039469,3008,2102,256
116,1.2823862983467662,0.73721502789817,3024,2157,256
117,0.5388755244732605,0.4377392916785483,3174,2073,256
118,0.36226786857423,0.7575205153329194,3036,1966,256
119,0.9506966611561216,0.0085785706123011,3082,2018,256
120,0.9383522141127956,0.331557886876813,3154,1936,256
121,0.0034790723785091,0.8524319396227357,3079,2137,256
122,2.6967309799649555,0.1221887825943364,3018,2076,256
123,0.1552606674972094,0.9998042449001632,3107,2160,256
124,1.1094983658712578,0.2412649119079617,3030,2017,256
125,2.25835197809593,0.7252202408106994,3189,2160,256
126,0.2291454121425604,0.6942462869183303,3193,2148,256
127,0.3340251081654827,0.8424753442393211,3137,2105,256
128,0.2161669044940297,0.3632194443115307,3094,2004,256
129,1.7243181312589393,0.278687753004713,3178,2034,256
130,2.8853945612972507,0.3641290059626199,2979,2135,256
131,1.2096941149945055,0.4749471317225168,3131,1928,256
132,0.2289675929339762,0.391142301436141,2949,2145,256
133,3.316732896832592,0.5979423355259443,3156,2084,256
134,1.1335723914585805,0.5950433886040133,3189,2044,256
135,1.078862543555809,0.5155431181334256,2994,2122,256
136,0.2510935645922098,0.3629085448014427,2956,2055,256
137,1.9975920549739343,0.5909929597820697,3065,1965,256
138,0.4247871752705443,0.0754372802843971,3048,1931,256
139,0.532309150291644,0.7048063276757358,3074,1963,256
140,0.0837620289449343,0.4046927443242095,3157,2127,256
141,0.5669480553362531,0.4929640730949587,3002,1973,256
142,0.1264863557912638,0.2292782638225686,2965,1978,256
143,0.1399837613010508,0.0588669396228089,2966,2040,256
144,0.9955186611933038,0.3752355819208921,3031,2162,256
145,1.670755082816743,0.2602864644125745,3010,2126,256
146,1.4140924003329511,0.3865646296459561,2982,1999,256
147,0.0147631241151844,0.6321885775702711,3194,2058,256
148,1.4621796702089849,0.3213425575602499,3141,2075,256
149,0.0602758539892347,0.3497493994659775,3140,1994,256
150,0.1648602112657734,0.0828579619693111,3051,2122,256
151,0.3503845416598027,0.6895837310671621,3191,1953,256
152,0.2641352874680079,0.049728739881784,3080,2065,256
153,0.2648600642750989,0.076361754775015,3058,2133,256
154,0.7945354327134061,0.8371910249668231,3124,1965,256
155,1.0737872443325005,0.4120860806174186,3056,2110,256
156,3.189256648662401,0.137161170225168,3059,2123,256
157,0.6032853906388469,0.8808160334842612,3033,2117,256
158,0.2026278467418,0.9954949300556224,3070,2046,256
159,0.0338276133495097,0.219244713762389,3017,2116,256
160,0.4795407025067545,0.9342063917174273,3058,2031,256
161,0.6727621176828625,0.6956530070189776,3014,1953,256
162,0.7533865619384077,0.1065936017917279,3043,2052,256
163,0.0572251745538522,0.6416431708863606,3137,2025,256
164,0.4250182103228679,0.0553833729566302,3069,2131,256
165,2.6250132472391905,0.68317437955619,3000,2164,256
166,0.7106508729571097,0.5831127009677095,3023,2111,256
167,0.1206859187704016,0.7743442112944745,2949,1955,256
168,0.1211121525839226,0.422689657227536,3030,2064,256
169,0.9724379334085927,0.9898657859402804,3146,2064,256
170,1.9867123368631991,0.5077818780964722,2979,2066,256
171,0.4180810704219622,0.8490551660809088,3184,1982,256
172,1.6671402024128528,0.9367357521415524,2969,2032,256
173,0.1248264681385348,0.3405649732658792,3027,2144,256
174,0.8703542613571218,0.9562669411088588,3127,1937,256
175,0.1595865122137242,0.7613459660358516,3000,1944,256
176,2.086803766611943,0.3042505192546713,3137,2087,256
177,1.80421728550546,0.9127636743936826,3150,2131,256
178,2.194863098513041,0.555983986456036,3127,2024,256
179,1.3981487675943685,0.1867696695119328,3070,1937,256
180,0.0845997815943363,0.6812497989533867,3181,1940,256
181,0.7322494665656545,0.8265012929934081,2949,1930,256
182,0.7686784571453881,0.5249658150832565,3104,2122,256
183,0.4164154844983385,0.7257577944444668,3075,2116,256
184,0.0921856167594923,0.7077169252399942,3076,2157,256
