seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.3800917109621008,0.9264525998503034,1342,2133,256
2,0.6850036715086575,0.2777066482790948,1293,2026,256
3,0.4558457981720118,0.4155016800447594,1216,2111,256
4,1.1666763903893316,0.4468787535139255,1202,2045,256
5,2.3462321023993464,0.3005487456009137,1206,2043,256
6,0.1056000484923264,0.019172043726124,1343,2072,256
7,0.3107519305081278,0.306352717543211,1327,2161,256
8,0.2896252622151767,0.9952851680830108,1324,1963,256
9,0.1754633280784683,0.3913005648231448,1202,1946,256
10,0.839351038175632,0.3203356556750298,1152,2099,256
11,0.6851016663574772,0.5707091703322735,1310,1948,256
12,1.3706814175762887,0.1414673481932996,1241,1983,256
13,1.4028865488116893,0.5369401523859281,1266,1940,256
14,1.3177542965174478,0.5797275598226973,1376,2097,256
15,0.7283147066190394,0.0862295281048038,1377,2131,256
16,0.1559056720255973,0.4398074234860991,1222,1949,256
17,0.3042886046963008,0.357275086875232,1366,2056,256
18,0.7562389964468349,0.0913166860927874,1158,2023,256
19,0.9615101200718283,0.5346660640950051,1403,1973,256
20,2.269686107355685,0.554110442634379,1377,2133,256
21,0.2191970256844598,0.4824320227245473,1284,2000,256
22,0.2996633574746233,0.9725064619957248,1381,1957,256
23,1.5368938623727115,0.6038175448553326,1262,2152,256
24,0.5652813795350379,0.7704176069795126,1214,2025,256
25,0.0118047721890849,0.5578027200409243,1251,2113,256
26,0.7970485321305028,0.9326092086997464,1191,1936,256
27,0.6203056857871301,0.7532351398006928,1387,2128,256
28,1.4547995272214056,0.7201726973637058,1204,1931,256
29,0.3146977855492342,0.7659727594093352,1219,2139,256
30,0.2656921264520101,0.2393802381497891,1244,2131,256
31,0.5054633566592837,0.6432355517222165,1234,2173,256
32,2.03959061530319,0.6976780254893613,1216,2038,256
33,0.1139351192901735,0.7813784983250812,1202,2005,256
34,0.0404181130326702,0.8803098457762115,1338,1959,256
35,2.6001226767760293,0.7241951510153319,1180,2167,256
36,0.4625664376916098,0.8103701122225048,1259,1963,256
37,0.4762159945920454,0.7873633068571082,1194,2007,256
38,0.4100030596409746,0.0853263832331211,1189,1983,256
39,0.0630955386282036,0.5336022964451882,1203,2123,256
40,1.4847972366696236,0.5638553280621914,1339,2080,256
41,0.2863222732701557,0.5114986794282176,1403,2108,256
42,0.0359283083092889,0.3181821031482849,1180,2041,256
43,0.267611281627759,0.4495791178387966,1244,1955,256
44,0.5108696092547291,0.5420764169165024,1259,2174,256
45,2.601621146875303,0.771429592413082,1370,2166,256
46,2.1904089379078684,0.6969895631394005,1183,1948,256
47,1.208266453041118,0.2347564618304252,1222,2018,256
48,1.4622194783426632,0.6394799665000979,1194,2103,256
49,1.1457730737876444,0.9120231131978818,1341,2013,256
50,1.92154189439514,0.0887356890630564,1315,2118,256
51,0.0207014792593267,0.3896117101266068,1228,1932,256
52,1.663556618822944,0.5032868200801265,1398,2052,256
53,1.130784789231243,0.9418453554027576,1299,1961,256
54,1.119355568281782,0.4904857220458412,1159,2018,256
55,0.7271962008519679,0.9614013818772508,1287,1968,256
56,0.5937258107825087,0.98851721687067,1248,2022,256
57,3.2755813693532034,0.8835169606673872,1213,2106,256
58,1.056845274822029,0.0048384474184843,1402,2144,256
59,0.9832941315593108,0.925182903826619,1314,2135,256
60,0.2398053813309284,0.4140123436944861,1366,1972,256
61,0.0021011394788564,0.6135061031024877,1287,2069,256
62,0.0619838623622734,0.8063167834676124,1367,2027,256
63,1.0224296996060087,0.8712062026899929,1258,1976,256
64,0.361409141395252,0.3663080456123367,1255,1982,256
65,1.0313879982820071,0.9826970968590688,1379,2105,256
66,2.988717698895493,0.3536002162258214,1355,2030,256
67,0.0098875128675841,0.8734005776948783,1375,1978,256
68,2.926784541935895,0.4983843766683254,1215,2002,256
69,0.4716266988082923,0.3435369190681957,1402,2174,256
70,0.8373047415366456,0.2489123366527543,1365,2075,256
71,0.5417608764262659,0.3046954578747648,1287,2074,256
72,0.0568783029277758,0.5333754353840366,1170,2041,256
73,0.326939570043385,0.5260455079487465,1301,1945,256
74,2.297228683240231,0.9896587559537456,1172,2049,256
75,0.1268819628906123,0.7224897978367846,1303,2007,256
76,1.461911995762695,0.4021712877846483,1168,1950,256
77,1.603566110373852,0.6316928490083074,1354,2066,256
78,3.5265731794688384,0.8728432479437622,1384,1926,256
79,0.7427331901976313,0.0620607745366917,1248,1958,256
80,0.1035644601740987,0.8544332810946098,1387,2174,256
81,0.1977923449764236,0.2548789516660431,1182,1944,256
82,1.5888238413029774,0.5046910185065459,1360,1967,256
83,0.1479194529999216,0.5036174002386148,1219,2152,256
84,0.9275480019293842,0.6375648421620514,1350,2100,256
85,0.1481439444538143,0.1655175378840944,1298,2123,256
86,0.3682928714920466,0.4770236705328761,1361,2161,256
87,0.6096344860978644,0.3155619371777424,1220,1962,256
88,0.7148290954462279,0.295535215874927,1279,1987,256
89,0.0394652924743677,0.1272826224914314,1403,2067,256
90,2.561931381181357,0.977724735012924,1283,1955,256
91,2.444556309315358,0.6121042093783534,1239,2003,256
92,0.1737251935217041,0.7553662241024987,1219,2141,256
93,0.7550994021066102,0.7865528870914658,1392,2016,256
94,3.067719662174893,0.8346443304127624,1325,2123,256
95,0.0660788396997173,0.3197566353756249,1317,1954,256
96,0.1629132701550435,0.3669651284159895,1369,2110,256
97,1.3074849417863366,0.5547202819707444,1259,1963,256
