seq,unit_dt,u_class,tokens_hot,tokens_cold,max_tokens
1,0.1622420065081218,0.2352765904148273,1219,1959,256
2,0.6583744507177375,0.0899002252744018,1253,2031,256
3,0.725013737045372,0.0305761926347725,1229,2047,256
4,0.4916763077655108,0.8890179712277314,1185,2136,256
5,2.0063167004120257,0.8794658036435052,1340,2097,256
6,2.3537177695210856,0.3207736946202634,1281,2092,256
7,0.4111357564435975,0.9623550317515142,1205,2082,256
8,0.0626452635081485,0.7888456315172008,1226,2053,256
9,2.652211282051855,0.2587176004134962,1352,1995,256
10,6.146288926266961,0.6044216078513708,1260,1974,256
11,0.2084841554146167,0.1400810763054941,1393,2154,256
12,0.7972656637203194,0.0234184118702939,1316,1977,256
13,1.7189837781531467,0.0797588656503019,1247,2111,256
14,2.8087502822874635,0.2471837242718847,1335,2173,256
15,0.4917423032539361,0.8466002109902118,1308,1944,256
16,0.6750382824096662,0.9517626189861093,1317,2159,256
17,0.8419956911464984,0.5476590807239935,1302,2007,256
18,1.0444095951776688,0.7552323638885133,1349,2057,256
19,0.5709671330061288,0.2060553481782143,1255,2003,256
20,0.2504134997175994,0.8080371802230084,1307,1924,256
21,5.497061052002968,0.0997229639684543,1336,2023,256
22,0.2249192223735428,0.5406680751880417,1327,2086,256
23,2.404794706222809,0.9137990141727445,1330,1927,256
24,3.092853468316324,0.850147626608376,1281,2015,256
25,1.0920602439984732,0.780092824283179,1182,2165,256
26,0.224602189657492,0.8846562181418679,1182,2116,256
27,0.0256521774561861,0.5210389356719279,1207,2004,256
28,3.7817563791336943,0.0247533676648183,1243,1953,256
29,0.1766089913549226,0.4283182891499628,1185,1979,256
30,0.9606148943880178,0.1780173785337526,1311,2167,256
31,1.8721237591969448,0.3370499374894292,1186,2044,256
32,0.5447091275161456,0.7399578451992072,1249,2113,256
33,1.6380129793537208,0.7110128674892404,1348,2095,256
34,2.9463556636049897,0.8322888969136581,1252,1967,256
35,0.8271423508359811,0.0200092146600704,1162,1952,256
36,0.4736988829710282,0.0601498205901764,1187,2088,256
37,0.7348354566292246,0.283400504275543,1356,2118,256
38,1.850431922579916,0.2216797880991403,1215,2072,256
39,0.7075955611343089,0.9454240797391256,1235,2135,256
40,1.1126802917437482,0.5891232620281798,1162,1941,256
41,0.324491818290134,0.7535466545546363,1264,2071,256
42,0.2669735702421027,0.5229319567935892,1374,2155,256
43,1.0723166538764914,0.6505539244372619,1154,2154,256
44,0.4548372211013612,0.0663912408117284,1217,2053,256
45,3.898332270764715,0.5870277038415889,1301,1961,256
46,1.0431587303308694,0.1509509356525786,1247,2044,256
47,0.0401970645913829,0.4316609119189203,1156,2083,256
48,1.765545286383494,0.2365381661943136,1155,2120,256
49,1.0128733332779134,0.5611330459522713,1368,2086,256
50,1.622511412288134,0.6522490669014444,1283,2078,256
51,0.1985005621532686,0.5880097462227267,1235,1939,256
52,0.762697750712944,0.8653656832608166,1220,2149,256
53,1.2490945357884644,0.7017905997388352,1369,2174,256
