seq,unit_dt,u_class,total_tokens,max_tokens
1,0.1584211622052455,0.2951974637332095,2140,256
2,5.092851730228249,0.5089825850178417,1942,256
3,0.076891227532582,0.6587359861963037,2092,256
4,0.18634426830863104,0.2030262145427477,2027,256
5,13.5987286970098,0.5158175479051497,2015,256
6,0.03288649838460253,0.4664559111806809,2097,256
7,0.00044442316482947586,0.1478734423929038,1981,256
8,1.9919238471983653e-05,0.9306049445435328,2089,256
9,0.0006629126160519039,0.0011111994374156,2116,256
10,0.0008001549134859902,0.7702838034419305,1992,256
11,6.962642800650004,0.1668046631146817,2102,256
12,0.02380622699366552,0.9164798948374684,1937,256
13,3.14537779728773e-08,0.8707746318254224,1963,256
14,0.04353629043873347,0.2194366494277774,2098,256
15,0.09012574431720209,0.3897151671499158,2119,256
16,3.176975175748449,0.4475212308079352,1968,256
17,2.1793932193896404,0.3631038868335987,1996,256
18,0.10871884966595206,0.132235699840337,1983,256
19,0.20982555916672663,0.2105335083651371,2027,256
20,0.034873242022550904,0.5410775866848347,2023,256
21,0.7764680564988289,0.3949804947603478,2145,256
22,0.015290984359270393,0.2398298171399989,2162,256
23,3.3537561136444713,0.92355402271428,1955,256
24,0.09172454254138607,0.5517293457543577,2131,256
25,0.631261101884942,0.205933443837368,2100,256
26,0.09400720632282808,0.1169715508546961,2162,256
27,0.22185611340989642,0.5592106826629486,2066,256
28,0.8951332080305769,0.2468528146195865,1975,256
29,0.03739480863881231,0.8349102987642184,2080,256
30,4.431379238362536e-05,0.5756052545053533,2155,256
31,0.19236878950306396,0.2329657354358399,2133,256
32,2.1663434850448637,0.7922863527493645,2012,256
33,0.9911436421190769,0.8775068279831805,1980,256
34,0.11401729364177525,0.0188792477937623,2012,256
35,3.3538705234747774,0.145630692563788,2036,256
36,0.0024888298886919244,0.0032077251969225,1925,256
37,0.0004269722159943656,0.160544020874183,2113,256
38,1.14019284705578,0.7120034702245073,2139,256
39,0.9099692864361232,0.3440006986962262,2112,256
40,0.787938403780371,0.7571276197629019,2137,256
41,0.7364072957839174,0.0581908794637561,1972,256
42,1.1333725407539709e-05,0.1366084182022201,1937,256
43,0.23662051780670673,0.0102805377240005,2064,256
44,0.20379904569037322,0.995480534458054,2017,256
45,0.371519714456757,0.1129062125435386,2152,256
46,0.026661285443694546,0.3760754861651393,1923,256
47,0.5271971054667371,0.5933446671103885,1995,256
48,0.63984859143279,0.1056404521721858,2040,256
49,5.057914534038283,0.4362330144442442,1924,256
50,0.5992087416082544,0.4998857506242664,2017,256
51,2.4705461665997116e-05,0.4517242060789471,1947,256
52,0.8889542215105961,0.8605232505126531,2150,256
53,3.544464536672633,0.864516520449078,1957,256
54,6.386882933070264e-05,0.0709589213755998,2054,256
55,0.015785385539867716,0.7587150876939449,2007,256
56,1.6223997589488046,0.6762745369543895,2015,256
57,0.3096059285417346,0.8267899372302411,2088,256
58,0.11616829787572863,0.643506989331031,1949,256
59,3.699148953531041e-07,0.7239759598012437,2040,256
60,0.027746963529188647,0.2958960932457665,2171,256
61,0.568820779544575,0.2686202479094774,2060,256
62,2.4773991501744934,0.3189081756290354,1989,256
63,0.14112791248201434,0.5777566481636749,2134,256
64,0.0014678294437880932,0.4701463595723816,2056,256
65,6.723281325250928,0.9763457301152346,1932,256
